City & State,cancer,cardiovascular,stroke,depression,rehab,vaccine,diarrhea,obesity,diabetes,year
Lexington KY,65,38,61,62,67,63,75,50,73,2011
Dayton OH,62,32,61,59,57,56,71,36,72,2011
Springfield-Holyoke MA,58,26,58,68,81,55,63,42,59,2011
Norfolk-Portsmouth-Newport News VA,54,40,58,53,54,55,58,36,70,2011
Greenville-New Bern-Washington NC,58,54,66,56,61,62,70,47,66,2011
Columbia SC,58,44,60,62,57,55,61,48,76,2011
Toledo OH,59,40,57,63,63,55,68,51,72,2011
West Palm Beach-Ft. Pierce FL,61,45,59,49,73,49,60,26,61,2011
Watertown NY,58,49,57,66,51,65,68,44,61,2011
Wilmington NC,61,37,78,59,76,69,69,40,67,2011
Lansing MI,57,47,59,58,70,69,61,45,62,2011
Presque Isle ME,73,38,54,72,52,76,88,28,88,2011
Marquette MI,58,48,75,61,67,63,65,35,64,2011
Wheeling WV-Steubenville OH,64,41,74,64,78,60,74,38,79,2011
Syracuse NY,62,40,60,65,54,60,58,46,66,2011
Richmond-Petersburg VA,63,51,59,59,62,52,58,29,63,2011
Knoxville TN,59,30,61,58,62,57,68,32,69,2011
Lima OH,61,29,71,62,53,52,60,35,55,2011
Bluefield-Beckley-Oak Hill WV,69,22,69,62,62,82,66,40,86,2011
Raleigh-Durham (Fayetteville) NC,61,44,57,55,60,69,60,43,68,2011
Jacksonville FL,61,49,59,53,89,49,64,33,68,2011
Grand Rapids-Kalamazoo-Battle Creek MI,56,32,58,64,59,53,60,41,61,2011
Charleston-Huntington WV,68,46,66,68,69,62,76,51,80,2011
Elmira NY,62,22,63,60,49,56,70,35,66,2011
Harrisburg-Lancaster-Lebanon-York PA,64,36,59,64,74,61,67,36,67,2011
Greenville-Spartanburg SC-Asheville NC-Anderson SC,61,34,61,58,62,58,67,32,67,2011
Harrisonburg VA,61,35,58,71,56,61,66,29,74,2011
Florence-Myrtle Beach SC,62,35,51,59,60,37,59,48,70,2011
Ft. Myers-Naples FL,65,45,63,49,61,46,67,29,62,2011
Roanoke-Lynchburg VA,59,43,58,63,78,68,61,47,67,2011
Johnstown-Altoona PA,64,48,63,66,52,67,67,62,69,2011
Chattanooga TN,57,29,61,56,63,42,59,30,65,2011
Salisbury MD,69,36,72,59,75,65,68,44,79,2011
Wilkes Barre-Scranton PA,65,28,61,67,77,71,68,35,63,2011
Terre Haute IN,58,40,66,77,70,61,64,54,90,2011
Lafayette IN,56,41,57,56,30,70,58,57,68,2011
Alpena MI,59,0,100,100,46,76,47,0,65,2011
Charlottesville VA,64,46,70,64,56,88,59,35,73,2011
South Bend-Elkhart IN,62,33,54,57,55,53,57,41,58,2011
Gainesville FL,67,63,76,58,76,80,65,67,80,2011
Zanesville OH,66,54,60,66,84,41,71,32,73,2011
Parkersburg WV,65,24,66,65,52,37,73,39,85,2011
Clarksburg-Weston WV,69,28,67,79,65,69,100,42,75,2011
Corpus Christi TX,54,32,55,53,65,54,69,42,84,2011
Chicago IL,56,31,50,51,65,49,65,28,59,2011
Joplin MO-Pittsburg KS,59,24,50,68,51,41,54,42,68,2011
Columbia-Jefferson City MO,64,64,69,67,65,68,64,56,85,2011
Topeka KS,55,27,58,62,53,64,68,44,66,2011
Dothan AL,57,25,54,66,75,51,65,25,71,2011
St. Louis MO,58,35,58,57,69,55,64,35,68,2011
Rockford IL,58,33,56,59,80,51,58,34,61,2011
Rochester MN-Mason City IA-Austin MN,100,100,87,71,59,100,65,61,100,2011
Shreveport LA,60,50,61,56,65,56,71,37,79,2011
Minneapolis-St. Paul MN,55,35,58,54,55,57,65,32,62,2011
Kansas City MO,59,51,58,53,62,52,66,31,63,2011
Milwaukee WI,59,37,58,57,66,58,62,31,64,2011
Houston TX,55,35,52,45,55,52,62,27,60,2011
Springfield MO,58,36,61,60,62,51,63,33,69,2011
New Orleans LA,56,57,62,51,60,55,68,41,66,2011
Dallas-Ft. Worth TX,49,26,49,45,65,47,66,21,55,2011
Sioux City IA,58,42,51,70,52,51,67,33,71,2011
Waco-Temple-Bryan TX,48,44,54,52,50,74,62,44,64,2011
Victoria TX,58,25,65,56,94,54,89,0,71,2011
Wichita Falls TX & Lawton OK,53,23,58,57,82,61,69,39,68,2011
Monroe LA-El Dorado AR,65,50,65,60,65,43,59,46,81,2011
Birmingham AL,64,62,64,57,81,51,66,43,76,2011
Ottumwa IA-Kirksville MO,58,46,61,61,44,59,63,56,55,2011
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,62,69,70,65,67,54,70,36,70,2011
Odessa-Midland TX,52,20,48,55,52,54,66,31,72,2011
Amarillo TX,51,31,47,65,62,59,69,25,67,2011
Austin TX,51,28,50,49,65,59,68,27,60,2011
Harlingen-Weslaco-Brownsville-McAllen TX,53,42,39,56,79,52,45,41,72,2011
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,62,42,64,68,60,60,67,44,63,2011
St. Joseph MO,62,51,59,65,58,68,74,69,56,2011
Jackson TN,69,84,78,58,69,52,57,33,81,2011
Memphis TN,62,66,60,56,70,50,61,45,82,2011
San Antonio TX,51,42,47,49,67,58,63,30,70,2011
Lafayette LA,51,64,62,55,54,41,69,31,57,2011
Lake Charles LA,52,40,62,52,65,47,65,31,71,2011
Alexandria LA,51,38,56,52,72,50,65,25,75,2011
Greenwood-Greenville MS,61,100,43,69,69,48,46,100,82,2011
Champaign & Springfield-Decatur IL,59,50,60,64,50,63,67,53,69,2011
Evansville IN,63,39,64,68,71,57,71,41,73,2011
Oklahoma City OK,57,32,60,55,60,57,62,38,71,2011
Lubbock TX,57,33,58,64,76,80,65,39,70,2011
Omaha NE,56,31,56,58,58,62,67,35,68,2011
Panama City FL,60,30,65,49,70,43,59,24,64,2011
Sherman TX-Ada OK,56,28,68,63,73,49,58,32,66,2011
Green Bay-Appleton WI,56,29,61,60,50,53,61,35,57,2011
Nashville TN,64,48,64,57,75,66,70,39,76,2011
San Angelo TX,58,24,66,52,100,52,66,41,66,2011
Abilene-Sweetwater TX,51,26,46,44,58,32,52,16,48,2011
Madison WI,59,30,58,60,53,71,60,38,68,2011
Ft. Smith-Fayetteville-Springdale-Rogers AR,55,35,57,57,71,62,66,35,65,2011
Tulsa OK,59,31,61,50,59,51,61,33,66,2011
Columbus-Tupelo-West Point MS,57,67,69,59,77,68,59,60,81,2011
Peoria-Bloomington IL,62,30,71,59,62,56,63,46,71,2011
Duluth MN-Superior WI,61,37,78,72,54,69,71,59,74,2011
Wichita-Hutchinson KS,56,32,63,60,55,53,58,38,70,2011
Des Moines-Ames IA,56,30,52,55,62,62,62,35,64,2011
Davenport IA-Rock Island-Moline IL,58,48,61,58,57,54,61,37,66,2011
Mobile AL-Pensacola (Ft. Walton Beach) FL,60,32,67,57,62,50,62,27,65,2011
Minot-Bismarck-Dickinson(Williston) ND,54,21,73,59,55,56,67,31,62,2011
Huntsville-Decatur (Florence) AL,58,38,60,56,68,50,62,24,60,2011
Beaumont-Port Arthur TX,56,34,63,47,70,54,62,31,66,2011
Little Rock-Pine Bluff AR,61,36,66,64,76,57,68,39,79,2011
Montgomery (Selma) AL,64,57,62,55,76,46,64,37,65,2011
La Crosse-Eau Claire WI,59,46,72,67,51,73,67,53,65,2011
Wausau-Rhinelander WI,62,69,66,67,55,73,69,45,69,2011
Tyler-Longview(Lufkin & Nacogdoches) TX,54,38,62,60,82,61,60,51,80,2011
Hattiesburg-Laurel MS,64,40,65,64,71,51,65,43,67,2011
Meridian MS,68,47,62,65,57,49,85,40,85,2011
Baton Rouge LA,60,60,57,57,70,51,69,43,68,2011
Quincy IL-Hannibal MO-Keokuk IA,66,70,46,83,55,66,55,70,79,2011
Jackson MS,61,45,68,59,84,45,61,58,83,2011
Lincoln & Hastings-Kearney NE,57,37,57,61,56,60,60,46,72,2011
Fargo-Valley City ND,58,42,66,65,47,63,68,44,71,2011
Sioux Falls(Mitchell) SD,65,44,62,65,53,82,65,56,76,2011
Jonesboro AR,60,44,58,65,76,47,56,52,86,2011
Bowling Green KY,58,25,57,61,72,53,68,47,57,2011
Mankato MN,53,34,53,69,44,57,53,38,63,2011
North Platte NE,68,94,86,60,49,86,52,0,56,2011
Anchorage AK,46,26,59,51,37,56,62,26,67,2011
Honolulu HI,52,28,58,49,53,47,62,42,65,2011
Fairbanks AK,48,28,57,56,34,62,57,31,70,2011
Biloxi-Gulfport MS,55,45,73,56,55,51,56,36,65,2011
Juneau AK,48,0,63,55,37,77,53,0,59,2011
Laredo TX,51,25,27,48,59,42,58,43,85,2011
Denver CO,51,30,52,50,57,51,61,30,52,2011
Colorado Springs-Pueblo CO,50,24,52,61,53,56,71,33,59,2011
Phoenix AZ,55,45,55,51,63,54,64,30,66,2011
Butte-Bozeman MT,48,28,59,59,56,89,44,37,66,2011
Great Falls MT,50,30,72,74,49,65,69,31,75,2011
"Billings, MT",54,34,67,60,74,63,59,31,62,2011
Boise ID,47,25,57,57,86,63,62,31,71,2011
Idaho Falls-Pocatello ID,45,37,57,75,52,60,58,52,80,2011
Cheyenne WY-Scottsbluff NE,53,45,53,62,52,66,62,51,78,2011
Twin Falls ID,51,38,44,65,63,42,54,52,56,2011
Missoula MT,55,31,61,65,61,64,60,43,64,2011
Rapid City SD,52,37,67,65,56,68,58,34,75,2011
El Paso TX,51,45,44,57,50,49,64,48,72,2011
Helena MT,67,37,65,58,74,65,62,56,91,2011
Casper-Riverton WY,53,27,64,67,44,50,64,38,56,2011
Salt Lake City UT,50,32,54,61,67,51,58,40,68,2011
Yuma AZ-El Centro CA,48,29,43,63,61,43,49,49,66,2011
Grand Junction-Montrose CO,57,31,66,63,53,60,67,38,66,2011
Tucson (Sierra Vista) AZ,59,37,57,58,57,66,66,40,70,2011
Albuquerque-Santa Fe NM,60,27,55,60,57,64,62,35,79,2011
Glendive MT,47,0,0,0,0,0,0,0,0,2011
Bakersfield CA,47,26,51,54,55,58,74,51,65,2011
Eugene OR,53,37,61,60,53,58,64,43,62,2011
Eureka CA,57,15,42,67,59,69,48,32,55,2011
Los Angeles CA,49,27,47,46,56,49,57,28,52,2011
Palm Springs CA,58,21,57,48,60,56,71,32,59,2011
San Francisco-Oakland-San Jose CA,51,29,51,45,46,59,58,25,57,2011
Yakima-Pasco-Richland-Kennewick WA,55,30,57,62,49,66,56,40,68,2011
Reno NV,54,28,66,58,55,55,62,40,62,2011
Medford-Klamath Falls OR,60,30,70,57,53,60,56,36,62,2011
Seattle-Tacoma WA,51,23,52,52,57,64,62,26,57,2011
Portland OR,51,27,56,56,57,57,61,34,62,2011
Bend OR,53,34,58,60,64,75,53,37,57,2011
San Diego CA,53,39,49,50,55,64,57,35,60,2011
Monterey-Salinas CA,49,23,47,53,49,55,54,36,58,2011
Las Vegas NV,51,39,49,44,65,46,61,23,55,2011
Santa Barbara-Santa Maria-San Luis Obispo CA,52,24,60,56,51,52,53,31,54,2011
Sacramento-Stockton-Modesto CA,53,29,53,53,52,62,60,34,60,2011
Fresno-Visalia CA,45,25,39,43,47,36,46,26,47,2011
Chico-Redding CA,52,23,61,61,74,62,64,38,56,2011
Spokane WA,53,29,60,62,61,59,63,38,72,2011
