City & State,cancer,cardiovascular,stroke,depression,rehab,vaccine,diarrhea,obesity,diabetes,year
Beaumont-Port Arthur TX,61,44,63,52,46,52,76,26,75,2016
Little Rock-Pine Bluff AR,65,45,66,64,82,54,74,56,81,2016
Montgomery (Selma) AL,72,88,60,56,75,53,75,46,79,2016
La Crosse-Eau Claire WI,60,41,74,68,38,74,76,68,78,2016
Wausau-Rhinelander WI,65,58,78,65,44,81,75,52,76,2016
Tyler-Longview(Lufkin & Nacogdoches) TX,62,60,71,64,51,68,77,51,86,2016
Hattiesburg-Laurel MS,68,58,77,64,62,59,75,47,82,2016
Meridian MS,73,87,62,62,59,44,69,60,78,2016
Baton Rouge LA,57,67,61,56,58,56,69,58,68,2016
Quincy IL-Hannibal MO-Keokuk IA,71,52,71,73,39,59,82,48,75,2016
Jackson MS,74,67,68,62,75,49,74,65,90,2016
Lincoln & Hastings-Kearney NE,63,38,60,66,48,55,73,68,79,2016
Fargo-Valley City ND,63,51,80,65,39,68,76,67,81,2016
Sioux Falls(Mitchell) SD,66,56,71,68,36,78,76,68,89,2016
Jonesboro AR,71,50,79,72,71,63,87,48,82,2016
Bowling Green KY,69,42,66,58,70,59,71,58,74,2016
Mankato MN,59,59,68,74,18,61,78,99,74,2016
North Platte NE,64,60,77,69,26,72,67,0,72,2016
Anchorage AK,53,39,71,55,27,69,65,45,88,2016
Honolulu HI,59,36,60,50,41,85,65,55,79,2016
Fairbanks AK,47,45,75,56,24,77,75,61,66,2016
Biloxi-Gulfport MS,62,43,63,56,57,44,74,47,88,2016
Juneau AK,55,0,87,55,23,78,61,0,70,2016
Laredo TX,54,40,40,46,34,47,52,34,81,2016
Denver CO,57,36,54,54,47,58,65,46,67,2016
Colorado Springs-Pueblo CO,58,33,58,62,44,61,79,36,70,2016
Phoenix AZ,63,54,58,55,60,61,76,50,80,2016
Butte-Bozeman MT,55,28,56,59,41,80,85,61,69,2016
Great Falls MT,62,32,94,66,33,63,89,43,74,2016
"Billings, MT",58,38,63,58,46,71,71,50,83,2016
Boise ID,56,38,60,60,62,61,72,50,73,2016
Idaho Falls-Pocatello ID,54,48,70,76,43,69,71,68,88,2016
Cheyenne WY-Scottsbluff NE,64,36,60,59,38,67,94,48,71,2016
Twin Falls ID,50,42,53,58,36,61,74,54,73,2016
Missoula MT,59,33,74,57,53,71,70,51,78,2016
Rapid City SD,59,31,66,63,52,75,69,46,78,2016
El Paso TX,61,63,47,59,40,56,68,58,94,2016
Helena MT,60,17,75,68,57,77,70,64,97,2016
Casper-Riverton WY,54,26,66,62,37,59,81,47,87,2016
Salt Lake City UT,55,37,59,64,51,57,71,52,79,2016
Yuma AZ-El Centro CA,55,54,52,58,31,53,69,55,75,2016
Grand Junction-Montrose CO,62,43,69,64,38,68,70,54,76,2016
Tucson (Sierra Vista) AZ,67,45,57,62,46,67,76,60,83,2016
Albuquerque-Santa Fe NM,61,40,58,61,52,59,70,47,83,2016
Glendive MT,63,0,0,0,0,0,0,0,0,2016
Bakersfield CA,60,52,51,56,31,50,75,52,79,2016
Eugene OR,59,47,65,63,44,75,66,75,78,2016
Eureka CA,55,29,61,62,47,66,56,46,64,2016
Los Angeles CA,58,39,50,53,39,56,62,49,73,2016
Palm Springs CA,68,29,57,50,42,51,59,38,76,2016
San Francisco-Oakland-San Jose CA,56,36,48,48,30,61,50,45,68,2016
Yakima-Pasco-Richland-Kennewick WA,58,39,57,62,32,65,73,50,82,2016
Reno NV,60,39,66,53,42,64,75,47,70,2016
Medford-Klamath Falls OR,62,36,60,56,36,67,77,52,77,2016
Seattle-Tacoma WA,58,28,54,53,42,67,63,43,72,2016
Portland OR,56,39,55,54,44,62,59,53,75,2016
Bend OR,66,43,72,57,41,70,63,41,61,2016
San Diego CA,61,50,52,53,39,66,64,52,77,2016
Monterey-Salinas CA,53,32,49,58,29,59,53,64,70,2016
Las Vegas NV,59,37,49,48,51,50,65,38,69,2016
Santa Barbara-Santa Maria-San Luis Obispo CA,57,35,51,55,32,59,54,54,63,2016
Sacramento-Stockton-Modesto CA,58,38,57,54,35,64,65,48,75,2016
Fresno-Visalia CA,55,55,52,61,36,51,73,64,81,2016
Chico-Redding CA,59,36,67,59,54,76,74,63,75,2016
Spokane WA,62,36,67,63,45,68,69,52,79,2016
