City & State,cancer,cardiovascular,stroke,depression,rehab,vaccine,diarrhea,obesity,diabetes,year
Jacksonville FL,66,54,69,60,80,59,66,54,69,2013
Grand Rapids-Kalamazoo-Battle Creek MI,62,34,67,73,49,62,66,56,67,2013
Charleston-Huntington WV,74,32,80,84,60,66,83,55,72,2013
Elmira NY,74,36,66,73,44,60,79,72,75,2013
Harrisburg-Lancaster-Lebanon-York PA,72,40,69,73,67,70,75,53,70,2013
Greenville-Spartanburg SC-Asheville NC-Anderson SC,68,30,71,68,60,67,70,49,69,2013
Harrisonburg VA,64,37,71,79,63,66,77,66,76,2013
Florence-Myrtle Beach SC,68,36,65,68,44,47,61,57,67,2013
Ft. Myers-Naples FL,74,38,82,58,56,60,69,40,64,2013
Roanoke-Lynchburg VA,64,45,69,70,70,66,63,55,70,2013
Johnstown-Altoona PA,67,43,69,79,46,64,64,82,71,2013
Chattanooga TN,64,36,71,64,49,56,69,47,63,2013
Salisbury MD,72,43,79,64,63,62,71,68,67,2013
Wilkes Barre-Scranton PA,73,33,70,78,70,72,79,58,68,2013
Terre Haute IN,64,49,71,88,46,63,65,87,76,2013
Lafayette IN,65,51,61,65,27,76,53,100,70,2013
Alpena MI,66,0,87,81,49,79,100,0,70,2013
Charlottesville VA,72,53,73,77,65,81,70,56,75,2013
South Bend-Elkhart IN,64,25,57,69,43,62,63,57,65,2013
Gainesville FL,70,71,81,71,61,86,71,91,80,2013
Zanesville OH,66,30,57,81,54,63,82,37,74,2013
Parkersburg WV,72,26,82,66,48,57,98,53,76,2013
Clarksburg-Weston WV,69,32,71,94,41,80,83,70,80,2013
Corpus Christi TX,62,23,62,67,51,65,77,54,79,2013
Chicago IL,63,28,55,61,54,51,66,41,60,2013
Joplin MO-Pittsburg KS,61,31,71,71,50,53,66,66,72,2013
Columbia-Jefferson City MO,69,50,71,74,60,75,65,81,80,2013
Topeka KS,57,30,60,71,48,75,70,73,70,2013
Dothan AL,61,24,82,62,54,46,69,28,64,2013
St. Louis MO,66,27,64,62,61,58,71,44,66,2013
Rockford IL,64,36,63,70,56,58,76,54,72,2013
Rochester MN-Mason City IA-Austin MN,100,100,90,88,48,100,66,91,98,2013
Shreveport LA,64,43,74,71,55,64,77,51,73,2013
Minneapolis-St. Paul MN,59,31,65,65,49,62,68,48,63,2013
Kansas City MO,64,35,62,62,52,58,69,43,69,2013
Milwaukee WI,62,36,64,65,53,61,63,54,66,2013
Houston TX,62,34,57,52,43,62,62,41,62,2013
Springfield MO,62,36,74,71,51,64,79,53,64,2013
New Orleans LA,62,36,70,60,56,55,79,40,62,2013
Dallas-Ft. Worth TX,56,27,54,55,59,57,66,34,57,2013
Sioux City IA,61,42,64,74,42,53,63,51,63,2013
Waco-Temple-Bryan TX,55,39,59,65,47,77,67,54,64,2013
Victoria TX,54,25,75,63,69,77,83,0,80,2013
Wichita Falls TX & Lawton OK,59,23,59,64,70,60,81,57,70,2013
Monroe LA-El Dorado AR,67,42,73,72,55,58,63,62,79,2013
Birmingham AL,71,67,72,71,74,57,70,55,73,2013
Ottumwa IA-Kirksville MO,67,41,79,79,42,88,83,73,74,2013
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,69,40,76,80,61,64,72,55,73,2013
Odessa-Midland TX,53,23,63,61,43,63,76,36,77,2013
Amarillo TX,62,32,60,62,54,68,69,35,67,2013
Austin TX,58,27,57,57,60,68,67,45,65,2013
Harlingen-Weslaco-Brownsville-McAllen TX,54,40,40,52,50,49,48,67,65,2013
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,64,48,69,80,50,71,69,68,71,2013
St. Joseph MO,67,41,69,79,55,58,68,65,73,2013
Jackson TN,70,85,71,80,59,76,78,42,76,2013
Memphis TN,68,70,62,63,59,59,66,73,79,2013
San Antonio TX,57,27,52,51,56,51,66,34,63,2013
Lafayette LA,59,62,71,60,45,48,73,40,58,2013
Lake Charles LA,65,33,67,66,53,63,71,38,70,2013
Alexandria LA,52,38,69,69,55,54,77,45,65,2013
Greenwood-Greenville MS,74,65,82,71,57,47,51,57,95,2013
Champaign & Springfield-Decatur IL,66,47,61,68,47,69,69,88,73,2013
Evansville IN,66,29,72,78,64,60,76,62,73,2013
Oklahoma City OK,62,27,71,60,56,65,79,42,65,2013
Lubbock TX,55,48,60,69,57,66,67,52,65,2013
Omaha NE,67,31,67,67,58,65,75,52,70,2013
Panama City FL,59,33,88,49,64,52,78,38,60,2013
Sherman TX-Ada OK,62,39,75,73,57,70,60,47,71,2013
Green Bay-Appleton WI,60,25,65,75,42,60,67,56,64,2013
Nashville TN,68,36,72,62,65,63,79,50,70,2013
San Angelo TX,58,31,58,62,100,63,92,51,73,2013
Abilene-Sweetwater TX,57,33,64,81,95,78,76,65,79,2013
Madison WI,61,26,64,63,44,69,66,45,66,2013
Ft. Smith-Fayetteville-Springdale-Rogers AR,60,25,66,73,64,62,68,55,66,2013
Tulsa OK,65,30,67,68,53,61,69,52,69,2013
Columbus-Tupelo-West Point MS,63,28,60,56,62,45,66,35,56,2013
Peoria-Bloomington IL,68,36,67,67,45,65,67,62,72,2013
Duluth MN-Superior WI,64,38,100,91,52,69,72,57,76,2013
Wichita-Hutchinson KS,60,22,64,62,53,51,67,42,64,2013
Des Moines-Ames IA,61,27,60,66,52,55,73,55,65,2013
Davenport IA-Rock Island-Moline IL,63,40,63,74,47,58,67,49,64,2013
Mobile AL-Pensacola (Ft. Walton Beach) FL,65,37,73,66,55,58,71,49,66,2013
Minot-Bismarck-Dickinson(Williston) ND,58,31,81,62,33,58,78,44,66,2013
Huntsville-Decatur (Florence) AL,71,29,66,69,61,58,70,47,71,2013
Beaumont-Port Arthur TX,61,43,74,56,46,66,75,47,70,2013
Little Rock-Pine Bluff AR,69,37,72,76,73,63,73,72,78,2013
Montgomery (Selma) AL,69,65,70,70,70,53,66,58,79,2013
La Crosse-Eau Claire WI,63,35,84,83,42,72,73,74,71,2013
Wausau-Rhinelander WI,65,59,75,73,53,73,69,59,69,2013
Tyler-Longview(Lufkin & Nacogdoches) TX,62,45,74,59,59,68,76,55,71,2013
Hattiesburg-Laurel MS,68,35,74,64,64,52,69,54,59,2013
Meridian MS,68,37,66,65,35,56,71,47,100,2013
Baton Rouge LA,62,51,70,67,66,53,71,62,69,2013
Quincy IL-Hannibal MO-Keokuk IA,68,54,79,94,47,63,60,98,77,2013
Jackson MS,68,50,78,70,80,53,75,72,78,2013
Lincoln & Hastings-Kearney NE,61,28,63,68,44,63,73,62,68,2013
Fargo-Valley City ND,62,39,75,74,37,67,73,70,78,2013
Sioux Falls(Mitchell) SD,70,53,73,78,40,78,82,70,85,2013
Jonesboro AR,69,57,82,97,64,49,83,84,63,2013
Bowling Green KY,72,28,64,57,71,61,77,34,66,2013
Mankato MN,63,44,62,81,30,64,69,97,68,2013
North Platte NE,60,22,69,100,35,66,64,0,68,2013
Anchorage AK,56,27,74,61,30,66,58,43,67,2013
Honolulu HI,58,29,70,62,43,56,63,57,68,2013
Fairbanks AK,50,20,64,63,28,53,59,54,56,2013
Biloxi-Gulfport MS,63,47,85,66,48,52,77,59,68,2013
Juneau AK,55,0,78,65,41,68,60,0,73,2013
Laredo TX,55,42,39,54,37,43,45,49,75,2013
Denver CO,57,27,58,60,49,57,63,46,56,2013
Colorado Springs-Pueblo CO,56,30,60,68,50,60,72,53,61,2013
Phoenix AZ,61,40,60,62,57,57,69,50,65,2013
Butte-Bozeman MT,52,22,76,70,47,69,64,50,60,2013
Great Falls MT,67,42,66,69,39,67,63,68,69,2013
"Billings, MT",59,30,70,71,54,74,68,45,72,2013
Boise ID,54,29,70,69,74,67,68,57,66,2013
Idaho Falls-Pocatello ID,54,35,81,80,43,59,64,74,78,2013
Cheyenne WY-Scottsbluff NE,55,34,68,68,39,66,88,62,63,2013
Twin Falls ID,58,27,73,73,46,53,69,66,59,2013
Missoula MT,59,28,67,76,50,79,67,46,78,2013
Rapid City SD,54,26,69,68,46,66,76,57,60,2013
El Paso TX,58,38,49,75,43,76,65,64,82,2013
Helena MT,65,16,79,66,61,92,77,47,75,2013
Casper-Riverton WY,53,20,79,80,37,69,75,43,70,2013
Salt Lake City UT,53,29,63,70,59,53,66,49,65,2013
Yuma AZ-El Centro CA,56,41,66,64,35,43,63,55,64,2013
Grand Junction-Montrose CO,65,36,91,75,44,61,64,59,65,2013
Tucson (Sierra Vista) AZ,65,38,60,73,43,69,66,66,72,2013
Albuquerque-Santa Fe NM,66,34,61,70,46,68,65,54,78,2013
Glendive MT,52,0,0,0,0,0,0,0,0,2013
Bakersfield CA,56,38,49,64,32,55,80,55,64,2013
Eugene OR,57,33,65,73,44,72,63,62,69,2013
Eureka CA,56,13,61,54,48,51,70,33,54,2013
Los Angeles CA,56,26,52,58,41,49,60,44,55,2013
Palm Springs CA,61,21,79,53,47,56,60,42,60,2013
San Francisco-Oakland-San Jose CA,56,28,56,54,36,57,57,41,57,2013
Yakima-Pasco-Richland-Kennewick WA,59,29,62,67,39,66,57,65,71,2013
Reno NV,58,29,69,60,44,59,75,50,60,2013
Medford-Klamath Falls OR,61,29,76,71,42,72,59,55,69,2013
Seattle-Tacoma WA,57,21,62,60,45,63,64,38,59,2013
Portland OR,46,24,41,40,29,42,37,30,51,2013
Bend OR,60,23,76,73,45,67,61,63,57,2013
San Diego CA,61,34,59,60,44,59,62,50,60,2013
Monterey-Salinas CA,59,23,60,68,38,53,57,48,58,2013
Las Vegas NV,59,32,56,53,56,52,68,34,58,2013
Santa Barbara-Santa Maria-San Luis Obispo CA,55,24,58,70,35,53,56,58,55,2013
Sacramento-Stockton-Modesto CA,59,29,62,65,42,60,65,53,65,2013
Fresno-Visalia CA,56,40,58,67,43,54,66,59,68,2013
Chico-Redding CA,58,30,72,77,57,63,64,50,74,2013
Spokane WA,61,31,74,70,47,62,62,59,68,2013
