location_id,Cancer,cardiovascular,stroke,depression,rehab,vaccine,diarrhea,obesity,diabetes,year
612,43,28,27,22,33,25,44,27,39,2006
624,52,33,22,32,37,57,53,28,40,2006
725,51,19,26,30,32,60,53,30,45,2006
588,52,9,25,24,25,42,50,29,32,2006
881,43,18,23,21,25,31,41,28,33,2006
619,46,18,23,24,27,28,34,29,38,2006
543,48,15,22,23,40,44,57,30,36,2006
638,48,31,21,26,26,37,70,43,34,2006
609,50,21,24,22,39,34,47,26,43,2006
555,54,22,30,26,29,47,44,38,38,2006
530,52,28,28,23,38,41,57,38,47,2006
539,53,18,20,17,37,30,42,17,33,2006
581,50,29,30,32,36,41,38,34,37,2006
547,55,27,22,29,34,35,47,36,44,2006
605,46,24,25,18,22,44,41,29,37,2006
540,50,18,23,25,19,38,35,41,26,2006
531,51,22,27,22,46,32,43,28,44,2006
789,48,13,22,21,20,39,41,24,40,2006
671,50,17,26,18,33,27,29,22,44,2006
760,67,26,42,27,12,43,39,13,28,2006
709,48,28,19,25,37,41,54,27,42,2006
526,46,33,26,24,42,33,24,38,29,2006
626,52,0,15,44,44,0,70,0,63,2006
625,44,16,16,23,23,38,47,28,37,2006
511,51,21,21,18,27,55,40,23,38,2006
549,48,34,29,13,37,64,68,11,29,2006
705,51,23,30,25,46,50,62,27,35,2006
548,48,19,20,18,40,30,43,18,32,2006
554,63,18,22,33,33,36,53,21,49,2006
627,49,15,26,26,48,26,34,18,37,2006
678,44,22,23,26,27,46,35,35,39,2006
577,53,20,23,27,36,47,39,39,37,2006
550,53,20,16,21,44,32,33,22,37,2006
810,44,23,19,27,19,36,32,25,42,2006
536,49,9,29,31,24,31,50,43,34,2006
771,33,43,30,23,10,69,32,39,37,2006
596,55,0,23,26,24,25,94,24,33,2006
662,55,32,64,32,72,28,26,32,61,2007
525,72,24,43,36,41,29,24,35,54,2007
532,67,24,51,38,39,44,19,29,53,2007
790,66,22,50,38,31,49,18,29,61,2007
644,47,47,59,33,39,28,27,14,35,2007
583,0,0,0,100,100,0,0,0,0,2007
634,59,29,59,38,26,45,19,28,54,2007
743,50,13,65,38,25,38,15,19,60,2007
524,65,33,50,31,35,40,19,26,52,2007
520,73,57,63,41,36,38,24,36,63,2007
635,56,31,42,31,36,45,24,23,49,2007
800,56,22,36,37,25,28,13,38,46,2007
512,72,44,57,37,39,53,23,34,54,2007
537,78,45,58,70,43,44,18,58,64,2007
716,55,38,58,31,36,39,27,37,58,2007
692,51,22,57,34,26,24,26,34,44,2007
821,59,24,63,41,36,30,21,25,48,2007
756,65,33,76,45,28,37,18,27,48,2007
746,61,35,67,39,37,28,27,22,61,2007
502,61,20,56,43,28,45,25,43,54,2007
630,70,52,70,39,49,43,21,36,64,2007
559,61,30,70,50,41,28,23,35,57,2007
757,51,24,60,34,37,35,17,37,60,2007
506,73,31,51,37,49,44,21,28,54,2007
736,59,35,55,39,34,47,21,44,52,2007
514,78,32,54,46,40,40,18,38,57,2007
523,72,37,46,46,43,49,22,46,55,2007
754,61,15,61,51,26,76,20,38,54,2007
767,56,0,55,44,31,55,17,26,57,2007
637,72,33,58,50,26,50,25,48,61,2007
648,77,32,47,45,31,56,25,49,64,2007
519,79,32,61,36,38,45,18,32,64,2007
564,77,50,69,46,41,42,25,49,71,2007
517,59,26,51,35,35,36,19,32,54,2007
584,73,51,64,40,35,50,29,31,57,2007
575,66,30,57,33,39,38,23,23,52,2007
759,60,16,58,53,24,29,26,36,53,2007
602,65,31,46,35,34,35,19,26,53,2007
868,59,38,51,36,31,38,17,47,39,2007
515,69,35,57,37,30,42,19,33,61,2007
598,69,30,60,43,30,37,35,24,41,2007
510,64,33,52,35,32,33,20,25,54,2007
752,51,22,50,40,27,33,22,23,44,2007
546,67,31,48,39,36,41,16,43,61,2007
604,78,49,69,50,40,57,22,67,64,2007
522,67,28,60,44,35,51,25,45,63,2007
535,66,31,48,36,31,41,21,28,54,2007
673,68,42,64,33,38,69,20,70,65,2007
600,54,21,46,33,32,26,15,25,67,2007
623,56,27,45,31,34,36,19,21,49,2007
682,60,38,60,44,26,35,20,31,48,2007
542,63,31,51,34,30,35,19,26,57,2007
751,59,26,48,33,31,40,19,26,45,2007
679,67,29,58,45,30,53,20,43,56,2007
505,68,36,57,38,31,37,20,30,50,2007
606,55,34,60,36,43,32,26,36,63,2007
676,65,36,72,44,30,47,24,44,53,2007
765,57,33,47,35,29,50,15,46,73,2007
565,65,15,72,41,28,35,23,31,44,2007
516,79,14,72,43,42,53,18,52,56,2007
801,55,27,54,39,33,43,24,35,57,2007
802,46,28,72,46,23,31,36,48,53,2007
649,71,26,67,44,41,46,27,47,72,2007
745,56,16,59,27,9,50,16,49,42,2007
724,65,29,65,48,28,47,13,64,63,2007
513,68,42,62,44,30,35,15,41,46,2007
570,69,49,44,39,34,36,14,39,70,2007
866,51,37,43,34,31,23,14,41,54,2007
571,71,33,58,31,30,38,17,26,51,2007
670,57,36,46,35,38,23,21,32,51,2007
509,66,24,53,44,29,37,20,43,55,2007
592,76,64,75,40,48,56,27,49,74,2007
798,99,0,0,0,0,0,0,0,0,2007
773,50,12,37,48,30,33,11,50,48,2007
563,62,30,54,43,31,37,17,38,49,2007
755,50,30,80,33,17,43,11,32,52,2007
658,58,29,52,41,23,36,17,27,44,2007
518,65,31,54,35,39,36,22,34,57,2007
545,72,48,67,39,41,43,25,51,50,2007
567,65,24,51,38,34,39,19,29,49,2007
647,83,0,100,41,62,100,100,66,100,2007
636,51,39,46,37,32,42,17,41,54,2007
566,69,27,54,44,46,42,19,25,54,2007
569,71,45,78,47,40,48,27,40,47,2007
533,68,26,52,40,42,47,21,32,52,2007
710,67,44,70,34,52,29,30,30,53,2007
766,61,20,67,43,25,57,14,34,43,2007
744,54,27,57,31,28,33,21,29,50,2007
618,70,36,48,31,28,40,21,24,53,2007
691,61,28,61,33,34,36,21,32,48,2007
758,59,27,60,40,23,46,28,50,51,2007
527,70,32,57,41,33,43,21,41,69,2007
718,60,32,49,33,36,36,22,31,60,2007
639,65,30,56,41,39,33,21,24,46,2007
561,57,27,52,30,43,35,19,28,55,2007
574,64,37,44,41,29,41,17,41,54,2007
734,71,57,62,39,49,27,22,43,66,2007
603,56,35,55,50,33,43,20,43,61,2007
747,68,0,52,25,25,45,14,0,59,2007
616,62,30,56,36,35,40,23,29,56,2007
557,69,34,62,37,38,46,21,36,58,2007
702,64,35,59,46,29,47,21,32,50,2007
582,71,40,44,30,16,48,18,70,55,2007
642,51,62,57,31,35,24,12,22,50,2007
643,55,35,44,41,43,19,20,10,37,2007
551,67,44,57,44,37,53,21,46,56,2007
749,46,47,26,47,33,26,11,54,69,2007
839,54,30,43,27,35,30,16,19,38,2007
541,81,56,59,52,40,48,18,74,72,2007
558,71,27,58,46,28,47,26,53,47,2007
722,60,30,55,50,29,50,23,53,54,2007
693,66,29,52,34,39,40,21,38,67,2007
803,52,22,43,29,32,29,17,26,42,2007
529,63,30,47,36,40,37,23,33,54,2007
651,69,40,53,43,36,51,20,27,65,2007
503,65,42,54,35,40,42,16,36,48,2007
669,68,29,54,40,30,52,20,31,54,2007
737,67,73,69,53,30,39,13,59,50,2007
553,56,53,72,54,46,43,23,49,59,2007
813,67,24,56,37,23,28,20,35,52,2007
640,68,44,56,32,36,40,20,26,61,2007
711,80,73,69,42,53,35,0,100,32,2007
528,56,32,44,27,34,33,15,22,43,2007
617,68,36,58,36,36,41,18,28,53,2007
613,62,38,50,37,27,39,19,31,55,2007
687,66,39,65,48,36,54,16,47,56,2007
762,63,17,54,37,26,52,20,43,55,2007
686,63,26,58,31,31,34,18,24,47,2007
628,61,86,78,47,35,30,15,37,62,2007
828,53,16,41,33,28,35,12,25,44,2007
698,61,48,61,38,46,32,18,49,62,2007
659,68,35,54,40,39,43,22,36,64,2007
622,59,42,60,37,40,42,25,28,56,2007
501,64,29,43,34,36,41,18,26,48,2007
544,57,31,55,32,26,39,19,27,49,2007
740,45,0,38,34,19,94,31,0,68,2007
633,45,29,50,35,32,30,9,27,57,2007
650,60,29,48,36,32,37,21,32,61,2007
652,64,34,60,36,36,46,21,29,57,2007
534,60,34,56,30,37,33,19,21,48,2007
631,78,45,67,52,32,48,26,46,64,2007
632,64,32,54,52,41,32,17,61,62,2007
804,60,14,55,33,30,29,12,18,40,2007
656,49,21,51,25,39,43,13,15,57,2007
597,72,62,49,24,75,58,24,48,100,2007
675,61,35,63,44,26,41,19,52,66,2007
504,72,34,49,38,46,47,21,31,55,2007
753,57,32,49,31,32,34,17,23,49,2007
508,75,34,58,41,42,46,19,38,64,2007
820,55,24,54,35,30,36,18,29,52,2007
500,70,31,56,38,37,42,22,24,56,2007
552,68,0,43,44,37,43,35,71,49,2007
521,61,30,49,40,38,43,20,37,47,2007
717,65,24,77,56,40,32,9,53,90,2007
560,70,38,56,36,36,49,25,38,59,2007
764,58,25,50,45,30,45,31,39,66,2007
811,56,18,56,31,28,39,21,26,42,2007
556,65,37,45,36,31,48,19,36,60,2007
573,63,20,51,39,36,46,24,36,52,2007
611,100,100,75,50,33,68,28,51,65,2007
538,68,32,58,39,30,39,23,33,52,2007
610,66,18,64,43,27,34,22,40,47,2007
862,58,28,53,34,28,38,18,36,50,2007
576,64,30,57,40,31,61,21,29,52,2007
770,53,24,55,38,33,32,18,36,52,2007
661,65,34,34,40,59,45,15,16,45,2007
641,60,41,55,30,41,46,19,32,65,2007
825,58,28,48,29,33,37,17,26,46,2007
807,51,27,44,26,22,35,17,21,45,2007
855,53,19,53,33,31,35,19,28,38,2007
507,65,25,58,31,41,34,20,23,55,2007
819,60,21,46,33,30,42,19,24,47,2007
657,54,31,55,36,24,55,14,36,74,2007
612,57,29,49,38,36,38,14,34,48,2007
624,61,33,53,49,26,39,15,48,56,2007
725,70,35,50,41,33,42,22,47,65,2007
588,61,22,46,38,26,37,18,33,52,2007
881,60,28,59,39,31,41,22,39,56,2007
619,63,34,59,42,37,38,19,38,53,2007
543,66,23,46,43,39,44,22,35,55,2007
638,59,47,66,41,42,41,16,47,63,2007
609,65,28,53,36,39,40,22,27,58,2007
555,71,32,50,43,36,52,20,39,50,2007
530,70,40,57,42,38,42,17,45,61,2007
539,69,32,53,31,40,37,21,20,47,2007
581,66,23,56,48,40,49,17,39,67,2007
547,65,27,53,37,37,35,22,37,60,2007
605,54,26,54,40,22,58,26,44,64,2007
540,60,31,70,43,29,42,16,36,70,2007
531,65,45,67,41,29,39,26,27,65,2007
789,62,25,46,36,28,37,23,29,56,2007
671,63,21,54,28,39,30,17,18,52,2007
760,59,27,80,31,30,38,17,41,66,2007
709,52,30,54,36,45,39,29,36,51,2007
526,52,16,54,41,34,20,20,18,54,2007
626,69,22,46,43,32,64,13,0,43,2007
625,56,34,50,32,28,42,20,37,52,2007
511,62,29,45,30,30,52,18,28,53,2007
549,53,34,59,37,30,45,13,39,40,2007
705,63,58,72,38,43,49,20,30,48,2007
548,63,34,45,30,38,34,15,22,46,2007
554,82,30,69,52,25,62,26,31,62,2007
627,46,46,56,32,57,39,18,36,62,2007
678,62,37,63,39,28,37,21,37,50,2007
577,69,24,57,46,36,48,22,41,56,2007
550,65,29,61,37,41,39,27,29,54,2007
810,59,20,53,36,18,43,18,38,57,2007
536,65,27,59,45,29,21,19,42,64,2007
771,42,42,29,52,16,39,16,48,26,2007
596,56,36,46,43,27,46,34,28,39,2007
662,54,7,61,30,85,24,55,21,43,2008
525,66,23,65,28,50,17,34,16,44,2008
532,69,17,64,31,61,25,56,27,46,2008
790,62,13,63,31,50,29,45,24,53,2008
644,54,23,40,27,59,17,41,21,42,2008
583,92,0,0,100,0,100,0,0,100,2008
634,51,20,49,27,54,30,44,21,41,2008
743,53,13,70,25,40,25,46,22,42,2008
524,66,21,54,26,56,22,50,19,42,2008
520,71,26,67,35,79,20,58,25,49,2008
635,55,21,50,27,57,22,60,20,42,2008
800,53,9,68,27,49,16,32,38,40,2008
512,72,30,61,31,66,31,59,27,47,2008
537,78,18,75,48,59,25,27,37,54,2008
716,62,25,54,27,64,23,59,34,47,2008
692,65,20,45,26,51,18,55,13,41,2008
821,58,6,71,29,65,22,65,22,43,2008
756,60,17,51,43,51,26,33,30,47,2008
746,62,25,76,24,64,14,35,22,42,2008
502,65,15,62,37,57,29,85,28,41,2008
630,69,33,73,30,70,22,57,27,48,2008
559,69,22,76,31,80,53,61,43,40,2008
757,56,17,63,34,66,25,50,28,45,2008
506,72,21,61,30,79,26,52,22,46,2008
736,66,25,72,30,54,24,59,51,48,2008
514,79,21,67,37,71,25,43,37,47,2008
523,72,22,65,37,68,32,60,32,47,2008
754,53,15,95,40,43,39,41,26,39,2008
767,52,11,82,32,67,18,15,32,44,2008
637,73,32,58,35,59,28,79,36,48,2008
648,72,33,66,37,47,25,46,48,53,2008
519,71,23,68,27,62,28,69,23,51,2008
564,82,28,84,33,67,33,58,43,58,2008
517,60,21,53,29,64,23,59,27,43,2008
584,74,23,61,32,49,28,43,23,52,2008
575,70,18,73,32,67,21,60,26,54,2008
759,54,30,65,37,45,22,55,24,40,2008
602,65,19,53,28,55,20,51,20,43,2008
868,56,16,85,30,55,21,31,26,37,2008
515,68,18,66,32,53,25,63,28,48,2008
598,70,15,46,26,68,27,63,41,48,2008
510,68,20,59,31,53,20,48,23,43,2008
752,54,12,60,30,49,20,47,21,39,2008
546,67,20,60,28,63,20,40,26,46,2008
604,73,30,85,40,64,33,65,47,57,2008
522,59,29,66,30,65,16,35,36,47,2008
535,69,17,59,30,59,23,58,26,44,2008
673,58,27,58,31,43,23,37,46,53,2008
600,61,10,46,26,56,20,46,25,49,2008
623,57,19,52,26,53,19,51,18,39,2008
682,61,19,47,34,48,24,40,27,43,2008
542,62,17,60,31,55,22,57,27,41,2008
751,59,17,58,29,53,23,53,20,39,2008
679,64,16,59,31,51,27,54,29,52,2008
505,67,25,63,33,52,23,53,23,43,2008
606,54,13,72,34,95,19,81,22,38,2008
676,65,18,80,43,62,26,55,36,56,2008
765,54,19,39,24,39,20,49,37,54,2008
565,61,9,57,34,38,21,24,28,32,2008
516,84,26,60,38,69,37,49,38,56,2008
801,54,20,68,35,42,25,49,35,43,2008
802,58,14,94,40,56,25,48,32,41,2008
649,69,24,65,32,63,23,57,19,51,2008
745,53,17,77,40,38,23,17,27,42,2008
724,68,22,79,35,48,27,59,35,53,2008
513,65,23,58,38,53,20,47,40,43,2008
570,62,15,51,35,67,16,36,26,44,2008
866,52,20,48,32,49,16,45,31,39,2008
571,77,34,74,31,63,18,40,16,40,2008
670,52,15,55,29,56,19,49,25,38,2008
509,70,19,55,33,49,23,55,28,48,2008
592,71,40,83,31,73,29,61,45,62,2008
798,85,0,0,0,0,0,0,0,0,2008
773,54,15,53,33,57,30,46,31,52,2008
563,62,22,60,35,54,23,54,34,40,2008
755,50,24,69,33,55,22,53,19,31,2008
658,60,14,64,35,54,24,55,25,45,2008
518,70,21,68,28,60,22,45,31,48,2008
545,70,41,63,33,76,27,54,43,52,2008
567,65,19,66,33,56,22,57,27,43,2008
647,92,100,92,20,77,26,84,100,54,2008
636,51,22,40,26,54,17,34,31,54,2008
566,73,19,57,33,70,25,59,23,50,2008
569,64,26,46,50,100,27,54,55,46,2008
533,72,20,61,34,70,26,54,28,44,2008
710,66,25,52,31,49,14,71,36,46,2008
766,65,10,87,41,47,21,53,30,51,2008
744,54,16,67,24,47,20,52,22,44,2008
618,69,24,54,25,46,22,51,18,43,2008
691,64,19,74,29,69,21,58,22,48,2008
758,56,21,54,39,56,21,73,31,51,2008
527,71,26,59,34,56,25,56,36,60,2008
718,62,24,56,33,62,18,55,29,46,2008
639,58,16,47,27,52,15,80,20,41,2008
561,61,20,64,23,74,22,50,23,47,2008
574,61,21,66,35,49,22,69,43,44,2008
734,68,41,82,29,93,13,63,41,49,2008
603,56,7,40,38,59,16,63,43,50,2008
747,68,0,87,25,29,25,19,0,37,2008
616,65,24,58,29,59,22,55,23,44,2008
557,67,17,66,32,55,24,59,23,54,2008
702,66,25,62,35,46,24,50,30,46,2008
582,70,28,45,31,25,31,28,64,50,2008
642,50,25,55,27,60,14,57,17,40,2008
643,59,34,64,29,63,21,82,42,43,2008
551,70,32,57,34,54,38,50,37,45,2008
749,51,13,35,24,41,19,54,30,53,2008
839,59,18,45,23,60,15,43,17,38,2008
541,76,24,71,44,58,25,48,50,55,2008
558,65,13,32,36,49,29,41,25,38,2008
722,58,19,50,35,55,20,44,37,47,2008
693,64,29,73,30,61,21,45,29,48,2008
803,54,14,49,26,50,18,44,22,36,2008
529,67,25,63,29,79,25,64,24,48,2008
651,59,25,63,26,61,24,58,32,47,2008
503,66,23,58,32,76,24,59,32,44,2008
669,67,21,59,31,50,29,61,25,45,2008
737,66,14,73,44,46,24,44,46,59,2008
553,57,25,68,38,63,25,54,27,43,2008
813,60,14,70,29,42,29,38,23,50,2008
640,71,30,58,27,64,22,58,25,50,2008
711,73,72,69,33,52,38,50,58,43,2008
528,58,22,48,22,54,20,39,17,37,2008
617,64,26,64,33,63,26,53,23,43,2008
613,63,25,57,30,52,24,46,26,46,2008
687,68,19,73,37,51,28,40,29,46,2008
762,63,13,70,30,46,29,65,25,48,2008
686,64,17,66,27,56,19,51,19,40,2008
628,61,65,68,32,47,23,51,55,50,2008
828,51,10,45,27,41,23,49,21,41,2008
698,68,31,57,28,81,21,54,31,49,2008
659,71,29,66,33,65,23,53,30,54,2008
622,61,33,71,28,58,25,50,23,46,2008
501,64,18,48,28,54,23,46,21,37,2008
544,59,24,64,27,45,21,56,22,44,2008
740,32,0,33,35,62,54,59,0,38,2008
633,55,18,36,30,47,19,49,31,55,2008
650,59,22,53,27,56,21,61,26,48,2008
652,66,19,56,30,54,30,62,25,51,2008
534,62,20,63,26,62,20,50,19,41,2008
631,81,10,55,39,53,20,100,46,39,2008
632,72,19,55,38,57,26,53,45,51,2008
804,58,11,49,25,58,13,60,15,38,2008
656,61,19,70,28,64,16,57,19,34,2008
597,64,37,70,46,62,36,0,20,40,2008
675,69,13,59,33,49,24,37,40,50,2008
504,75,23,59,30,72,27,57,25,45,2008
753,61,19,58,26,54,21,50,21,41,2008
508,77,25,66,34,72,31,59,29,53,2008
820,58,14,55,30,53,22,50,23,41,2008
500,68,22,66,28,79,23,53,20,43,2008
552,82,0,55,44,34,41,66,39,48,2008
521,67,19,55,32,68,24,52,30,44,2008
717,67,32,22,41,52,15,25,40,41,2008
560,70,26,66,29,61,29,53,30,49,2008
764,63,24,67,35,53,20,52,25,51,2008
811,56,17,64,26,53,20,47,18,41,2008
556,67,28,56,32,55,24,44,25,47,2008
573,62,21,53,33,60,25,50,30,41,2008
611,100,41,88,39,59,39,78,34,64,2008
538,69,22,68,30,57,24,60,26,46,2008
610,71,9,75,29,40,29,66,29,44,2008
862,59,19,59,28,51,22,47,26,43,2008
576,71,15,67,28,66,23,77,24,52,2008
770,56,16,62,30,53,20,53,25,42,2008
661,64,13,33,37,64,21,48,18,39,2008
641,60,27,59,24,60,25,59,23,54,2008
825,60,18,53,25,51,23,48,22,39,2008
807,47,19,38,16,31,15,31,13,35,2008
855,56,16,59,27,54,22,43,28,34,2008
507,61,24,60,30,61,18,44,20,44,2008
819,59,13,56,29,51,23,43,18,39,2008
657,59,26,91,32,40,11,74,33,48,2008
612,62,20,46,30,60,24,62,22,41,2008
624,67,27,60,43,65,18,51,42,47,2008
725,67,17,60,35,53,28,69,31,52,2008
588,64,19,52,32,54,25,45,22,43,2008
881,60,16,66,32,56,24,43,25,45,2008
619,59,16,60,36,55,20,58,33,44,2008
543,61,19,61,34,73,23,58,26,42,2008
638,58,38,64,41,45,19,41,33,60,2008
609,63,19,57,32,62,22,54,23,44,2008
555,74,21,63,32,59,27,55,36,44,2008
530,68,20,67,32,62,26,49,31,48,2008
539,70,22,60,28,71,20,49,18,40,2008
581,76,19,40,42,53,24,53,42,50,2008
547,67,29,61,34,64,23,50,35,47,2008
605,65,17,50,32,54,28,55,38,42,2008
540,71,9,100,33,71,29,63,26,48,2008
531,66,33,64,30,77,22,57,29,55,2008
789,64,19,66,30,54,25,58,25,49,2008
671,63,9,55,27,63,18,38,20,43,2008
760,55,13,76,39,54,23,46,31,48,2008
709,66,19,59,29,63,24,39,26,45,2008
526,69,14,47,40,83,12,47,53,48,2008
626,57,46,53,28,50,26,65,0,51,2008
625,52,33,49,26,51,27,46,33,44,2008
511,55,19,42,21,43,21,42,17,38,2008
549,67,32,82,39,85,55,90,23,49,2008
705,63,38,64,31,71,22,48,24,46,2008
548,66,21,50,28,75,19,38,19,42,2008
554,64,29,60,35,38,38,54,19,43,2008
627,54,23,60,28,80,22,65,26,47,2008
678,60,21,67,32,39,19,46,28,40,2008
577,67,17,59,34,60,29,66,26,42,2008
550,73,18,64,37,73,28,66,26,49,2008
810,57,25,63,33,45,26,39,27,47,2008
536,69,15,80,44,59,19,39,28,47,2008
771,62,56,53,51,66,35,38,39,47,2008
596,51,0,46,27,47,24,59,22,32,2008
662,59,28,37,17,77,26,78,22,65,2009
525,60,20,57,20,55,31,54,42,58,2009
532,62,15,56,22,45,43,59,38,62,2009
790,61,18,55,21,46,36,56,42,73,2009
644,45,37,41,21,57,17,47,28,58,2009
583,79,0,0,100,100,100,0,0,89,2009
634,51,9,53,21,34,28,38,31,59,2009
743,48,14,68,18,27,32,50,29,56,2009
524,60,24,46,17,42,33,53,35,56,2009
520,62,38,59,20,41,31,57,40,72,2009
635,51,23,46,18,44,33,59,33,57,2009
800,46,15,42,19,33,27,44,42,41,2009
512,66,31,56,21,54,45,61,49,67,2009
537,64,15,70,33,43,46,55,61,68,2009
716,59,26,55,19,46,30,61,55,72,2009
692,57,27,44,22,47,36,66,41,70,2009
821,53,14,60,19,34,39,44,12,45,2009
756,57,9,53,28,45,38,50,43,64,2009
746,54,23,66,17,42,21,56,25,52,2009
502,58,19,59,25,36,43,68,54,49,2009
630,64,40,60,21,54,27,57,38,63,2009
559,60,21,100,21,34,54,69,18,43,2009
757,49,19,61,23,48,35,53,44,67,2009
506,63,19,50,20,60,40,55,36,61,2009
736,61,17,67,20,58,36,65,42,70,2009
514,69,23,57,23,52,43,45,55,68,2009
523,61,21,54,21,52,42,58,47,60,2009
754,48,31,51,28,33,43,46,43,57,2009
767,67,14,72,26,57,35,63,29,43,2009
637,65,25,67,26,47,42,54,60,68,2009
648,64,26,58,25,32,41,44,73,66,2009
519,69,34,52,21,45,39,58,46,75,2009
564,69,25,55,23,43,41,64,46,72,2009
517,58,20,50,20,46,32,62,41,60,2009
584,65,31,66,22,47,46,55,33,72,2009
575,61,21,69,19,48,35,55,33,59,2009
759,57,21,64,21,34,33,56,28,53,2009
602,59,21,49,19,42,37,54,36,58,2009
868,52,10,52,22,47,30,50,58,44,2009
515,61,19,49,20,39,46,58,39,66,2009
598,70,21,48,21,35,46,80,47,54,2009
510,60,23,53,21,39,36,58,35,56,2009
752,52,14,49,21,32,34,59,29,53,2009
546,61,22,58,21,39,34,56,56,64,2009
604,70,38,62,25,38,42,56,68,74,2009
522,63,21,62,21,48,30,47,47,81,2009
535,64,18,48,20,38,42,56,41,67,2009
673,57,23,51,23,35,38,54,94,76,2009
600,53,15,49,20,34,26,62,39,67,2009
623,55,20,48,18,43,31,55,31,57,2009
682,59,19,60,23,35,34,45,50,67,2009
542,59,18,57,22,37,40,61,43,66,2009
751,54,18,51,19,39,31,58,31,54,2009
679,59,17,57,22,42,36,53,41,64,2009
505,61,27,57,20,39,38,54,38,58,2009
606,55,27,38,16,47,34,53,36,63,2009
676,59,19,73,22,44,36,62,43,64,2009
765,47,26,41,20,27,32,42,42,70,2009
565,55,0,59,21,29,36,51,37,43,2009
516,64,33,91,29,39,38,59,64,80,2009
801,53,19,59,21,35,39,47,51,53,2009
802,49,13,47,22,31,41,50,27,49,2009
649,59,15,58,21,47,36,57,28,61,2009
745,44,7,36,19,23,35,49,52,50,2009
724,63,24,57,22,36,37,62,56,70,2009
513,59,17,58,24,41,36,58,46,58,2009
570,59,25,58,23,37,30,62,40,62,2009
866,48,18,45,20,39,29,45,45,59,2009
571,63,25,52,20,40,34,49,27,60,2009
670,49,17,55,18,49,27,58,43,51,2009
509,64,17,62,25,35,35,67,45,72,2009
592,71,38,89,20,57,37,61,86,77,2009
798,64,0,0,0,0,0,0,0,0,2009
773,57,18,54,28,31,39,53,65,74,2009
563,55,17,57,23,33,31,53,45,55,2009
755,54,9,36,21,34,29,61,30,64,2009
658,58,13,64,20,32,36,59,44,55,2009
518,61,15,51,19,45,32,57,48,66,2009
545,64,24,68,24,48,34,68,68,79,2009
567,61,22,54,20,44,32,62,36,58,2009
647,55,100,46,18,56,14,93,44,50,2009
636,47,20,40,19,45,28,36,43,78,2009
566,64,23,52,23,48,38,56,38,64,2009
569,61,19,69,27,50,33,65,72,70,2009
533,64,19,54,23,51,41,58,43,62,2009
710,52,18,66,19,42,28,48,52,48,2009
766,60,0,45,22,36,46,56,49,81,2009
744,48,15,57,18,35,32,55,39,57,2009
618,59,23,49,17,35,30,55,31,60,2009
691,59,20,65,20,49,30,53,36,60,2009
758,52,16,72,21,40,36,45,30,64,2009
527,64,33,57,23,41,41,57,48,79,2009
718,55,23,49,20,45,26,54,44,66,2009
639,58,13,56,20,43,32,70,32,52,2009
561,58,28,52,18,54,32,59,35,64,2009
574,58,26,52,24,45,40,62,69,61,2009
734,58,20,62,22,45,21,59,53,79,2009
603,51,17,61,22,36,30,57,17,53,2009
747,50,0,95,15,44,55,35,0,66,2009
616,60,27,62,21,42,35,63,36,63,2009
557,64,27,61,20,41,37,59,48,70,2009
702,57,25,62,24,40,35,62,48,61,2009
582,69,39,35,24,32,35,42,95,53,2009
642,50,27,47,20,44,28,58,47,48,2009
643,53,20,69,19,43,34,32,26,61,2009
551,60,28,54,22,43,35,64,48,65,2009
749,41,19,30,20,42,34,32,21,61,2009
839,52,19,41,16,47,27,53,29,53,2009
541,64,37,61,29,47,40,51,82,73,2009
558,62,31,42,25,35,41,54,57,55,2009
722,55,25,47,27,36,32,42,57,57,2009
693,60,20,61,22,49,33,58,52,67,2009
803,50,16,45,17,37,31,50,35,49,2009
529,62,25,53,20,60,40,67,40,64,2009
651,53,19,43,21,40,26,50,46,63,2009
503,53,36,53,19,59,24,48,41,57,2009
669,61,18,53,21,38,41,63,40,58,2009
737,59,20,46,28,37,33,66,61,55,2009
553,52,27,87,23,47,37,56,46,60,2009
813,53,13,49,22,41,33,58,61,55,2009
640,63,37,60,17,47,32,51,42,66,2009
711,60,26,81,25,38,27,39,57,69,2009
528,54,23,46,15,45,29,46,27,53,2009
617,60,29,58,21,49,40,53,36,63,2009
613,57,25,51,20,38,39,49,37,62,2009
687,64,18,57,26,42,35,47,51,64,2009
762,53,22,61,22,48,36,47,37,52,2009
686,55,17,57,17,45,33,51,30,56,2009
628,60,32,60,29,56,35,53,63,66,2009
828,49,10,42,19,35,35,46,43,50,2009
698,59,34,51,19,59,28,50,52,59,2009
659,65,25,55,22,46,36,57,55,74,2009
622,55,26,55,18,45,30,57,38,59,2009
501,58,18,44,19,39,36,49,34,53,2009
544,56,23,58,18,40,35,53,31,62,2009
740,60,0,57,11,17,12,91,0,39,2009
633,52,13,70,21,31,25,67,28,76,2009
650,56,21,53,19,39,29,61,35,61,2009
652,63,17,56,20,43,39,63,44,67,2009
534,57,23,56,17,48,28,58,29,56,2009
631,54,31,69,27,41,47,43,83,86,2009
632,59,21,66,25,54,37,35,77,59,2009
804,50,6,51,18,44,22,46,22,52,2009
656,53,12,59,16,36,25,58,33,48,2009
597,72,0,53,26,74,55,56,100,100,2009
675,66,22,55,24,36,42,50,54,76,2009
504,65,23,50,21,52,40,57,40,63,2009
753,57,22,48,18,40,33,53,35,59,2009
508,70,26,63,23,56,43,64,48,73,2009
