location_id,Cancer,cardiovascular,stroke,depression,rehab,vaccine,diarrhea,obesity,diabetes,year
820,53,14,55,20,39,38,58,41,58,2009
500,61,20,60,20,47,40,59,38,56,2009
552,42,0,47,19,47,44,100,39,59,2009
521,57,17,49,23,45,45,57,43,55,2009
717,57,39,39,26,46,40,60,86,70,2009
560,64,23,58,21,44,40,58,50,67,2009
764,57,10,54,23,34,31,58,49,66,2009
811,54,17,63,20,32,32,56,40,57,2009
556,62,30,54,21,41,41,48,40,68,2009
573,59,22,56,21,50,38,58,49,60,2009
611,100,51,76,25,38,53,68,75,80,2009
538,63,21,55,22,34,41,58,47,60,2009
610,58,14,53,24,32,35,50,32,70,2009
862,51,19,56,18,35,34,49,40,58,2009
576,60,31,56,21,48,41,72,54,61,2009
770,50,19,51,21,41,35,54,46,59,2009
661,48,28,59,23,56,23,42,19,40,2009
641,56,29,58,17,45,38,56,42,75,2009
825,55,20,47,17,37,37,54,37,51,2009
807,36,17,26,8,18,18,24,16,43,2009
855,50,10,51,19,33,33,50,48,45,2009
507,54,22,62,17,37,31,49,35,57,2009
819,54,13,54,19,38,37,55,33,55,2009
657,59,23,51,25,45,32,74,37,48,2009
612,54,16,47,19,44,26,66,32,59,2009
624,56,12,50,24,37,34,52,45,58,2009
725,62,24,56,22,39,42,73,51,63,2009
588,61,19,53,23,33,39,65,41,63,2009
881,52,24,56,22,40,34,52,40,54,2009
619,57,19,52,24,37,39,54,43,55,2009
543,58,16,52,24,52,35,56,49,59,2009
638,56,30,51,21,30,34,77,65,45,2009
609,59,19,56,19,47,36,57,39,63,2009
555,67,20,58,24,40,39,57,51,58,2009
530,63,26,57,24,56,42,48,54,80,2009
539,63,21,59,17,52,30,53,27,55,2009
581,60,20,73,27,40,49,51,79,64,2009
547,61,22,54,21,49,40,55,55,68,2009
605,61,36,53,22,36,49,50,48,70,2009
540,62,20,63,24,43,38,69,55,71,2009
531,59,30,73,19,55,39,66,37,62,2009
789,56,17,51,21,39,34,59,38,61,2009
671,60,20,58,16,39,28,51,33,60,2009
760,58,21,85,21,36,32,46,58,48,2009
709,53,28,49,21,46,27,65,42,60,2009
526,60,15,69,21,56,36,46,68,56,2009
626,53,28,47,18,52,45,42,0,63,2009
625,48,26,49,19,33,30,52,51,54,2009
511,42,17,30,11,25,26,33,23,47,2009
549,63,10,75,26,26,41,68,68,56,2009
705,61,27,61,21,46,41,52,46,60,2009
548,50,19,43,15,48,28,38,35,54,2009
554,68,45,37,24,46,48,42,32,69,2009
627,60,23,65,19,53,37,62,60,65,2009
678,55,21,61,21,36,32,64,37,57,2009
577,63,18,63,24,49,40,57,47,61,2009
550,64,21,66,22,51,43,72,49,65,2009
810,59,22,54,18,38,37,52,52,59,2009
536,56,16,55,25,39,36,63,38,58,2009
771,53,28,58,23,47,52,62,85,74,2009
596,57,19,31,18,21,27,33,28,60,2009
662,55,33,42,26,68,43,21,24,36,2010
525,63,43,42,26,54,48,26,37,44,2010
532,66,34,42,29,57,52,32,32,38,2010
790,65,37,41,29,52,57,32,31,50,2010
644,58,42,48,21,47,47,26,32,27,2010
583,65,0,100,100,100,0,100,0,100,2010
634,61,33,44,30,48,51,29,21,32,2010
743,48,23,50,23,35,42,29,21,40,2010
524,62,46,37,22,52,41,26,26,36,2010
520,77,100,52,26,60,44,25,36,51,2010
635,54,37,35,25,58,44,27,27,38,2010
800,50,26,29,24,52,33,23,32,39,2010
512,70,65,43,28,70,58,30,35,42,2010
537,66,46,43,40,56,46,23,39,40,2010
716,63,51,43,27,68,49,32,41,44,2010
692,63,49,51,29,56,48,28,34,42,2010
821,55,17,43,28,57,46,32,23,34,2010
756,65,31,66,26,60,55,23,32,42,2010
746,55,44,44,20,55,33,29,13,34,2010
502,64,34,49,34,44,46,37,41,31,2010
630,69,84,50,26,71,42,31,34,42,2010
559,73,33,46,20,68,44,28,19,51,2010
757,55,39,42,28,66,44,29,32,47,2010
506,65,37,37,25,75,46,29,24,37,2010
736,72,36,46,26,67,45,43,43,39,2010
514,75,33,44,31,54,45,26,33,42,2010
523,56,33,37,22,57,33,25,18,28,2010
754,56,35,39,32,41,54,19,35,38,2010
767,60,29,47,36,57,42,32,56,56,2010
637,73,64,51,33,55,56,27,48,46,2010
648,70,79,39,35,48,52,24,49,46,2010
519,73,56,52,28,49,61,34,35,50,2010
564,71,54,60,30,65,56,35,49,50,2010
517,61,46,39,25,58,44,29,32,39,2010
584,65,58,42,28,43,53,25,30,38,2010
575,69,41,51,24,63,36,32,28,46,2010
759,53,57,31,30,52,38,25,35,35,2010
602,63,43,36,24,55,40,28,28,39,2010
868,55,30,37,26,55,43,26,45,38,2010
515,65,46,41,26,58,51,31,34,44,2010
598,67,21,44,27,50,56,30,31,32,2010
510,64,40,40,28,56,41,31,28,38,2010
752,53,25,36,25,45,43,31,27,30,2010
546,65,56,45,28,56,44,27,37,41,2010
604,79,65,56,38,74,60,31,65,50,2010
522,67,58,46,36,67,75,28,52,47,2010
535,69,45,40,28,58,50,28,33,43,2010
673,51,76,54,35,67,60,28,69,39,2010
600,55,30,31,28,51,50,30,27,46,2010
623,52,33,33,20,49,34,24,19,32,2010
682,67,44,39,29,44,43,21,26,38,2010
542,64,41,47,27,48,44,29,34,39,2010
751,61,39,39,25,53,43,28,26,36,2010
679,65,39,40,27,56,50,25,37,45,2010
505,68,57,43,28,54,42,27,29,39,2010
606,60,62,40,27,68,37,35,25,36,2010
676,63,40,54,36,46,51,23,38,42,2010
765,49,63,31,26,39,41,26,42,47,2010
565,64,38,40,26,51,45,30,34,33,2010
516,80,30,49,40,60,53,31,39,48,2010
801,57,37,44,31,44,50,29,39,35,2010
802,61,37,38,21,62,65,28,21,45,2010
649,67,40,45,28,75,49,39,29,49,2010
745,39,52,43,25,23,39,22,31,34,2010
724,61,52,48,29,48,55,31,41,43,2010
513,64,48,45,33,61,42,32,39,38,2010
570,63,38,37,31,41,37,27,43,34,2010
866,54,48,32,25,51,39,26,31,39,2010
571,71,43,39,24,61,35,29,35,36,2010
670,60,44,33,23,65,45,27,25,33,2010
509,65,56,45,30,47,38,29,32,43,2010
592,74,86,53,28,72,64,32,50,43,2010
798,76,0,0,0,0,0,0,0,0,2010
773,53,38,41,36,54,47,28,48,34,2010
563,64,41,43,29,55,47,27,40,40,2010
755,49,17,47,30,50,64,34,30,52,2010
658,62,43,41,29,49,43,29,28,35,2010
518,67,39,41,26,63,43,27,36,42,2010
545,68,40,61,29,67,52,36,47,46,2010
567,64,42,43,28,58,45,31,29,39,2010
647,58,61,61,33,99,41,28,88,60,2010
636,55,48,36,27,57,38,26,36,50,2010
566,73,45,42,30,67,52,31,32,40,2010
569,56,25,34,26,63,55,21,36,30,2010
533,71,41,42,29,71,50,32,34,39,2010
710,64,46,39,36,69,23,23,13,47,2010
766,70,43,47,31,70,87,35,28,49,2010
744,51,31,45,23,46,39,28,32,39,2010
618,68,53,41,22,52,46,29,24,42,2010
691,60,42,48,27,61,42,29,30,41,2010
758,58,45,50,27,44,48,28,40,40,2010
527,71,58,42,30,54,54,27,40,53,2010
718,59,48,40,27,59,35,35,34,41,2010
639,61,36,45,28,53,41,37,29,38,2010
561,64,63,41,26,77,44,29,32,46,2010
574,59,44,38,32,48,38,29,41,37,2010
734,73,46,51,27,79,32,31,46,41,2010
603,56,51,37,31,49,38,31,42,42,2010
747,65,0,48,19,41,47,13,0,50,2010
616,68,54,45,27,62,46,32,28,43,2010
557,64,59,49,25,65,45,33,30,46,2010
702,57,39,43,30,47,47,31,38,38,2010
582,74,66,37,30,34,55,23,68,43,2010
642,56,52,44,22,52,29,32,20,34,2010
643,53,30,57,20,73,50,40,32,31,2010
551,65,64,38,33,58,53,32,50,39,2010
749,47,23,22,26,36,38,22,39,35,2010
839,58,44,35,21,65,37,28,20,41,2010
541,71,57,43,35,65,41,28,57,46,2010
558,65,24,28,31,49,38,37,34,41,2010
722,57,49,34,37,48,46,28,44,38,2010
693,69,44,43,29,70,37,29,32,47,2010
803,54,35,34,23,51,39,25,26,34,2010
529,66,52,43,26,76,46,35,28,42,2010
651,54,46,40,26,54,50,31,30,37,2010
503,62,49,46,26,70,41,29,34,41,2010
669,66,46,40,27,46,56,31,34,42,2010
737,60,29,39,35,51,43,25,48,35,2010
553,60,28,56,33,64,52,27,29,40,2010
813,56,43,49,25,37,43,30,37,37,2010
640,67,72,40,23,65,41,27,28,49,2010
711,66,68,35,32,100,40,35,32,42,2010
528,58,43,36,21,50,35,24,20,35,2010
617,68,53,44,28,71,45,30,31,40,2010
613,61,46,41,26,52,49,28,30,40,2010
687,69,33,48,38,59,50,27,29,42,2010
762,56,27,52,34,38,48,27,23,38,2010
686,59,38,46,24,56,41,27,27,38,2010
628,66,86,57,36,58,31,34,48,49,2010
828,49,29,26,25,48,44,19,39,31,2010
698,62,59,40,24,65,45,27,27,43,2010
659,70,64,54,26,78,52,32,39,50,2010
622,61,57,45,25,58,39,28,29,39,2010
501,62,38,33,24,51,42,26,26,34,2010
544,59,61,41,24,50,42,27,28,40,2010
740,66,0,52,18,66,64,0,0,11,2010
633,49,24,39,31,58,42,21,40,41,2010
650,60,41,37,24,54,48,34,28,42,2010
652,68,44,43,27,58,60,32,31,43,2010
534,62,49,40,22,63,36,29,23,36,2010
631,65,46,52,28,41,63,35,59,48,2010
632,70,68,43,35,55,40,28,49,45,2010
804,58,29,35,24,46,35,29,25,27,2010
656,61,29,50,20,56,33,29,21,37,2010
597,56,75,47,10,29,100,39,29,43,2010
675,70,41,51,32,54,48,24,37,50,2010
504,70,49,39,28,72,49,31,29,41,2010
753,63,50,38,25,59,42,29,28,41,2010
508,75,49,47,31,72,56,31,36,45,2010
820,55,38,42,27,53,45,28,27,36,2010
500,65,45,44,29,63,45,31,26,37,2010
552,66,69,64,27,40,23,54,100,68,2010
521,65,38,40,30,67,50,28,31,38,2010
717,64,75,37,54,59,44,26,53,46,2010
560,69,47,43,27,52,51,30,36,42,2010
764,59,52,47,30,61,45,26,38,40,2010
811,58,35,46,29,48,35,34,31,36,2010
556,67,65,38,27,60,47,29,35,41,2010
573,61,40,40,28,66,48,31,31,40,2010
611,100,98,59,29,56,65,39,44,49,2010
538,68,43,43,29,50,42,32,29,38,2010
610,59,56,42,26,58,57,35,30,45,2010
862,57,38,40,24,48,49,26,29,40,2010
576,63,35,38,25,65,48,35,29,35,2010
770,54,39,39,28,55,39,25,31,40,2010
661,57,49,41,26,52,57,23,35,41,2010
641,59,55,37,25,57,52,33,27,48,2010
825,59,43,34,23,50,53,27,29,38,2010
807,31,28,16,9,17,19,9,10,24,2010
855,56,28,38,24,45,42,25,25,32,2010
507,60,50,45,24,56,38,29,37,41,2010
819,58,29,38,25,50,44,27,23,35,2010
657,63,69,48,35,70,49,19,28,44,2010
612,57,42,44,21,58,29,35,27,40,2010
624,67,60,54,31,55,40,27,42,36,2010
725,71,63,45,29,50,53,36,33,48,2010
588,67,49,44,28,46,49,29,36,40,2010
881,55,39,39,27,62,41,27,32,40,2010
619,66,37,47,29,51,43,27,34,38,2010
543,60,38,35,32,64,50,31,38,36,2010
638,61,52,54,28,73,46,33,49,38,2010
609,63,41,43,26,60,43,31,27,40,2010
555,71,47,42,30,49,55,33,39,40,2010
530,72,53,35,31,68,62,25,43,52,2010
539,68,49,41,23,68,40,29,21,36,2010
581,65,31,45,32,48,45,35,50,52,2010
547,67,44,39,32,68,46,29,42,42,2010
605,62,51,41,26,50,46,31,41,40,2010
540,71,37,52,27,53,62,22,31,42,2010
531,70,89,54,28,61,45,35,28,40,2010
789,61,43,39,25,49,43,30,29,40,2010
671,62,30,45,24,52,40,26,24,43,2010
760,64,69,32,26,57,50,34,48,43,2010
709,56,50,43,25,58,42,33,36,39,2010
526,59,60,39,43,54,48,27,57,38,2010
626,62,21,33,25,66,42,26,0,44,2010
625,53,61,35,26,49,45,31,39,34,2010
511,42,31,21,13,30,25,16,14,27,2010
549,66,26,74,32,41,35,30,33,34,2010
705,68,49,40,29,61,52,26,39,41,2010
548,51,32,30,19,47,23,19,18,29,2010
554,75,48,39,45,60,37,33,39,50,2010
627,64,46,39,24,70,48,30,37,49,2010
678,61,30,39,28,45,39,25,30,39,2010
577,68,33,43,30,68,50,33,30,38,2010
550,67,33,44,28,75,50,32,35,45,2010
810,60,36,42,30,47,62,27,27,38,2010
536,69,33,46,33,61,31,30,45,37,2010
771,61,0,40,25,54,54,16,40,43,2010
596,65,35,37,23,64,26,35,26,29,2010
662,51,26,46,44,58,32,52,16,48,2011
525,62,64,49,62,67,59,50,62,81,2011
532,61,31,57,62,62,64,59,36,64,2011
790,60,27,55,60,57,64,62,35,79,2011
644,51,38,56,52,72,50,65,25,75,2011
583,59,0,100,100,46,76,47,0,65,2011
634,51,31,47,65,62,59,69,25,67,2011
743,46,26,59,51,37,56,62,26,67,2011
524,55,36,54,48,59,51,64,31,58,2011
520,60,75,66,58,71,60,65,40,83,2011
635,51,28,50,49,65,59,68,27,60,2011
800,47,26,51,54,55,58,74,51,65,2011
512,66,50,59,58,66,71,61,42,75,2011
537,66,40,72,62,75,75,64,54,70,2011
716,60,60,57,57,70,51,69,43,68,2011
692,56,34,63,47,70,54,62,31,66,2011
821,53,34,58,60,64,75,53,37,57,2011
756,54,34,67,60,74,63,59,31,62,2011
746,55,45,73,56,55,51,56,36,65,2011
502,60,27,53,66,56,48,73,42,62,2011
630,64,62,64,57,81,51,66,43,76,2011
559,69,22,69,62,62,82,66,40,86,2011
757,47,25,57,57,86,63,62,31,71,2011
506,61,36,54,55,91,64,61,33,65,2011
736,58,25,57,61,72,53,68,47,57,2011
514,69,29,61,63,65,54,64,36,68,2011
523,62,30,55,65,78,71,66,45,62,2011
754,48,28,59,59,56,89,44,37,66,2011
767,53,27,64,67,44,50,64,38,56,2011
637,62,42,64,68,60,60,67,44,63,2011
648,59,50,60,64,50,63,67,53,69,2011
519,65,47,76,60,64,60,63,33,68,2011
564,68,46,66,68,69,62,76,51,80,2011
517,55,28,56,49,62,48,62,26,59,2011
584,64,46,70,64,56,88,59,35,73,2011
575,57,29,61,56,63,42,59,30,65,2011
759,53,45,53,62,52,66,62,51,78,2011
602,56,31,50,51,65,49,65,28,59,2011
868,52,23,61,61,74,62,64,38,56,2011
515,59,34,54,58,60,60,64,37,66,2011
598,69,28,67,79,65,69,100,42,75,2011
510,61,40,59,58,61,56,67,35,67,2011
752,50,24,52,61,53,56,71,33,59,2011
546,58,44,60,62,57,55,61,48,76,2011
604,64,64,69,67,65,68,64,56,85,2011
522,58,48,52,62,60,56,64,45,78,2011
535,62,32,55,55,59,53,66,32,65,2011
673,57,67,69,59,77,68,59,60,81,2011
600,54,32,55,53,65,54,69,42,84,2011
623,49,26,49,45,65,47,66,21,55,2011
682,58,48,61,58,57,54,61,37,66,2011
542,62,32,61,59,57,56,71,36,72,2011
751,51,30,52,50,57,51,61,30,52,2011
679,56,30,52,55,62,62,62,35,64,2011
505,58,45,59,56,62,53,64,32,59,2011
606,57,25,54,66,75,51,65,25,71,2011
676,61,37,78,72,54,69,71,59,74,2011
765,51,45,44,57,50,49,64,48,72,2011
565,62,22,63,60,49,56,70,35,66,2011
516,68,53,68,75,68,63,73,44,72,2011
801,53,37,61,60,53,58,64,43,62,2011
802,57,15,42,67,59,69,48,32,55,2011
649,63,39,64,68,71,57,71,41,73,2011
745,48,28,57,56,34,62,57,31,70,2011
724,58,42,66,65,47,63,68,44,71,2011
513,61,43,66,68,64,54,63,48,66,2011
570,62,35,51,59,60,37,59,48,70,2011
866,45,25,39,43,47,36,46,26,47,2011
571,65,45,63,49,61,46,67,29,62,2011
670,55,35,57,57,71,62,66,35,65,2011
509,59,34,58,63,51,47,70,43,71,2011
592,67,63,76,58,76,80,65,67,80,2011
798,47,0,0,0,0,0,0,0,0,2011
773,57,31,66,63,53,60,67,38,66,2011
563,56,32,58,64,59,53,60,41,61,2011
755,50,30,72,74,49,65,69,31,75,2011
658,56,29,61,60,50,53,61,35,57,2011
518,63,37,60,58,72,53,64,48,70,2011
545,58,54,66,56,61,62,70,47,66,2011
567,61,34,61,58,62,58,67,32,67,2011
647,61,100,43,69,69,48,46,100,82,2011
636,53,42,39,56,79,52,45,41,72,2011
566,64,36,59,64,74,61,67,36,67,2011
569,61,35,58,71,56,61,66,29,74,2011
533,63,37,56,61,81,66,59,37,65,2011
710,64,40,65,64,71,51,65,43,67,2011
766,67,37,65,58,74,65,62,56,91,2011
744,52,28,58,49,53,47,62,42,65,2011
618,55,35,52,45,55,52,62,27,60,2011
691,58,38,60,56,68,50,62,24,60,2011
758,45,37,57,75,52,60,58,52,80,2011
527,65,38,59,59,64,61,65,44,81,2011
718,61,45,68,59,84,45,61,58,83,2011
639,69,84,78,58,69,52,57,33,81,2011
561,61,49,59,53,89,49,64,33,68,2011
574,64,48,63,66,52,67,67,62,69,2011
734,60,44,58,65,76,47,56,52,86,2011
603,59,24,50,68,51,41,54,42,68,2011
747,48,0,63,55,37,77,53,0,59,2011
616,59,51,58,53,62,52,66,31,63,2011
557,59,30,61,58,62,57,68,32,69,2011
702,59,46,72,67,51,73,67,53,65,2011
582,56,41,57,56,30,70,58,57,68,2011
642,51,64,62,55,54,41,69,31,57,2011
643,52,40,62,52,65,47,65,31,71,2011
551,57,47,59,58,70,69,61,45,62,2011
749,51,25,27,48,59,42,58,43,85,2011
839,51,39,49,44,65,46,61,23,55,2011
541,65,38,61,62,67,63,75,50,73,2011
558,61,29,71,62,53,52,60,35,55,2011
722,57,37,57,61,56,60,60,46,72,2011
693,61,36,66,64,76,57,68,39,79,2011
803,49,27,47,46,56,49,57,28,52,2011
529,65,52,65,61,93,64,67,41,73,2011
651,57,33,58,64,76,80,65,39,70,2011
503,59,43,54,56,69,54,54,50,67,2011
669,59,30,58,60,53,71,60,38,68,2011
737,53,34,53,69,44,57,53,38,63,2011
553,58,48,75,61,67,63,65,35,64,2011
813,60,30,70,57,53,60,56,36,62,2011
640,62,66,60,56,70,50,61,45,82,2011
711,68,47,62,65,57,49,85,40,85,2011
528,55,39,49,42,58,47,57,24,57,2011
617,59,37,58,57,66,58,62,31,64,2011
613,55,35,58,54,55,57,65,32,62,2011
687,54,21,73,59,55,56,67,31,62,2011
762,55,31,61,65,61,64,60,43,64,2011
686,60,32,67,57,62,50,62,27,65,2011
628,65,50,65,60,65,43,59,46,81,2011
828,49,23,47,53,49,55,54,36,58,2011
698,64,57,62,55,76,46,64,37,65,2011
659,64,48,64,57,75,66,70,39,76,2011
622,56,57,62,51,60,55,68,41,66,2011
501,56,28,47,51,61,51,55,27,55,2011
544,54,40,58,53,54,55,58,36,70,2011
740,68,94,86,60,49,86,52,0,56,2011
633,52,20,48,55,52,54,66,31,72,2011
650,57,32,60,55,60,57,62,38,71,2011
652,56,31,56,58,58,62,67,35,68,2011
534,56,42,56,47,69,45,62,27,61,2011
631,58,46,61,61,44,59,63,56,55,2011
632,62,69,70,65,67,54,70,36,70,2011
804,58,21,57,48,60,56,71,32,59,2011
656,60,30,65,49,70,43,59,24,64,2011
597,65,24,66,65,52,37,73,39,85,2011
675,62,30,71,59,62,56,63,46,71,2011
504,66,40,55,59,84,67,64,35,67,2011
753,55,45,55,51,63,54,64,30,66,2011
508,67,41,63,64,78,67,71,36,72,2011
820,51,27,56,56,57,57,61,34,62,2011
500,65,41,64,63,72,64,61,35,68,2011
552,73,38,54,72,52,76,88,28,88,2011
521,59,35,56,61,79,59,62,35,65,2011
717,66,70,46,83,55,66,55,70,79,2011
560,61,44,57,55,60,69,60,43,68,2011
764,52,37,67,65,56,68,58,34,75,2011
811,54,28,66,58,55,55,62,40,62,2011
556,63,51,59,59,62,52,58,29,63,2011
573,59,43,58,63,78,68,61,47,67,2011
611,100,100,87,71,59,100,65,61,100,2011
538,64,31,61,60,51,62,58,39,66,2011
610,58,33,56,59,80,51,58,34,61,2011
862,53,29,53,53,52,62,60,34,60,2011
576,69,36,72,59,75,65,68,44,79,2011
770,50,32,54,61,67,51,58,40,68,2011
661,58,24,66,52,100,52,66,41,66,2011
641,51,42,47,49,67,58,63,30,70,2011
825,53,39,49,50,55,64,57,35,60,2011
807,51,29,51,45,46,59,58,25,57,2011
855,52,24,60,56,51,52,53,31,54,2011
507,58,44,64,52,63,54,65,47,67,2011
819,51,23,52,52,57,64,62,26,57,2011
657,56,28,68,63,73,49,58,32,66,2011
612,60,50,61,56,65,56,71,37,79,2011
624,58,42,51,70,52,51,67,33,71,2011
725,65,44,62,65,53,82,65,56,76,2011
588,62,33,54,57,55,53,57,41,58,2011
881,53,29,60,62,61,59,63,38,72,2011
619,58,36,61,60,62,51,63,33,69,2011
543,58,26,58,68,81,55,63,42,59,2011
638,62,51,59,65,58,68,74,69,56,2011
609,58,35,58,57,69,55,64,35,68,2011
555,62,40,60,65,54,60,58,46,66,2011
530,59,45,56,59,72,62,61,49,70,2011
539,62,38,61,47,75,50,60,23,61,2011
581,58,40,66,77,70,61,64,54,90,2011
547,59,40,57,63,63,55,68,51,72,2011
605,55,27,58,62,53,64,68,44,66,2011
540,62,32,73,60,53,58,57,41,72,2011
531,71,79,72,66,62,71,83,36,89,2011
789,59,37,57,58,57,66,66,40,70,2011
671,59,31,61,50,59,51,61,33,66,2011
760,51,38,44,65,63,42,54,52,56,2011
709,54,38,62,60,82,61,60,51,80,2011
526,63,30,61,75,51,51,67,62,62,2011
626,58,25,65,56,94,54,89,0,71,2011
625,48,44,54,52,50,74,62,44,64,2011
511,56,32,49,47,53,68,57,33,62,2011
549,58,49,57,66,51,65,68,44,61,2011
705,62,69,66,67,55,73,69,45,69,2011
548,61,45,59,49,73,49,60,26,61,2011
554,64,41,74,64,78,60,74,38,79,2011
627,53,23,58,57,82,61,69,39,68,2011
678,56,32,63,60,55,53,58,38,70,2011
577,65,28,61,67,77,71,68,35,63,2011
550,61,37,78,59,76,69,69,40,67,2011
810,55,30,57,62,49,66,56,40,68,2011
536,64,36,66,70,70,51,73,47,59,2011
771,48,29,43,63,61,43,49,49,66,2011
596,66,54,60,66,84,41,71,32,73,2011
662,58,27,57,59,71,44,50,35,58,2012
525,64,55,70,65,53,42,68,75,70,2012
532,67,30,57,70,57,64,68,54,60,2012
790,60,30,56,67,51,67,59,53,70,2012
644,58,29,61,82,59,44,55,64,55,2012
583,66,0,63,93,72,87,71,0,53,2012
634,55,31,56,69,50,68,66,29,69,2012
743,48,22,64,58,33,60,54,46,58,2012
524,59,35,54,54,55,46,60,40,52,2012
520,65,56,71,69,74,50,60,72,72,2012
635,53,28,51,57,64,61,64,39,56,2012
800,53,35,52,62,38,46,60,50,51,2012
512,67,50,61,69,64,66,61,64,69,2012
537,70,40,74,77,66,70,71,55,72,2012
716,59,50,61,58,69,48,66,59,60,2012
692,60,51,61,59,50,52,68,41,57,2012
821,60,38,69,67,41,76,51,52,52,2012
756,58,35,59,69,61,62,56,47,65,2012
746,63,38,79,66,62,55,62,43,65,2012
502,62,29,54,74,47,56,68,61,63,2012
630,66,69,63,67,77,55,65,55,68,2012
559,68,26,75,74,63,67,85,41,64,2012
757,52,29,59,68,80,60,57,55,64,2012
506,64,34,55,64,89,61,62,44,58,2012
736,60,19,66,62,79,49,65,71,58,2012
514,71,34,59,77,58,64,65,56,64,2012
523,65,33,64,74,74,77,59,65,60,2012
754,51,22,60,60,52,65,62,60,55,2012
767,54,33,79,79,33,57,80,32,58,2012
637,63,37,59,71,56,62,63,68,64,2012
648,64,52,63,77,51,60,59,77,63,2012
519,65,37,74,68,54,55,62,52,64,2012
564,72,45,67,81,62,69,75,65,72,2012
517,59,29,55,58,59,46,62,41,56,2012
584,69,62,66,76,60,62,70,60,61,2012
575,58,32,58,69,55,56,63,44,60,2012
759,53,39,65,72,50,58,52,74,69,2012
602,58,28,54,58,61,45,64,38,52,2012
868,56,32,62,65,67,49,61,53,65,2012
515,62,38,55,70,53,60,60,52,63,2012
598,72,38,58,87,53,69,68,58,66,2012
510,64,38,62,66,56,52,67,47,61,2012
752,52,32,55,74,56,51,66,53,56,2012
546,64,53,62,68,53,58,62,77,72,2012
604,67,57,67,76,64,63,60,85,66,2012
522,62,58,59,70,58,60,60,75,64,2012
535,65,29,56,65,57,52,69,48,59,2012
673,60,50,70,74,78,63,67,76,77,2012
600,61,35,54,63,52,56,68,52,70,2012
623,53,27,50,53,67,54,67,32,51,2012
682,61,40,57,69,49,56,59,52,61,2012
542,62,35,57,66,53,54,63,64,65,2012
751,53,29,54,59,54,52,62,47,49,2012
679,59,28,56,74,54,61,57,51,59,2012
505,59,38,54,62,56,46,59,41,52,2012
606,54,26,65,56,55,41,71,28,52,2012
676,61,46,83,90,53,71,66,58,75,2012
765,55,44,40,69,43,71,60,64,69,2012
565,69,22,54,73,54,59,73,57,57,2012
516,68,30,65,84,69,58,68,64,63,2012
801,53,33,59,72,46,59,53,65,60,2012
802,54,26,61,84,51,49,54,42,57,2012
649,66,36,60,73,66,56,77,58,64,2012
745,45,18,56,65,23,51,60,55,57,2012
724,61,50,65,80,45,61,61,53,72,2012
513,65,39,64,69,60,49,67,57,57,2012
570,63,25,58,69,56,37,55,51,60,2012
866,49,30,48,59,47,36,52,49,48,2012
571,66,42,70,57,62,49,58,34,52,2012
670,54,30,57,71,77,56,69,50,58,2012
509,61,42,57,73,47,51,62,56,62,2012
592,67,75,70,63,72,78,60,87,78,2012
798,62,0,0,0,0,0,0,0,0,2012
773,64,22,73,75,41,51,64,58,59,2012
563,59,30,62,75,51,57,61,56,56,2012
755,57,34,62,69,41,73,62,68,61,2012
658,60,28,63,69,44,55,59,51,54,2012
518,64,34,61,66,62,59,59,58,64,2012
545,62,51,68,68,61,57,69,73,70,2012
567,63,34,64,69,61,60,66,47,59,2012
647,65,62,55,76,68,50,72,89,100,2012
636,55,45,44,59,80,61,49,68,63,2012
566,66,40,58,72,74,61,65,47,63,2012
569,61,34,61,91,69,53,59,66,62,2012
533,69,38,60,75,81,68,59,56,62,2012
710,61,35,61,67,68,44,82,40,61,2012
766,62,28,59,72,72,85,62,73,71,2012
744,52,26,59,56,44,49,59,65,59,2012
618,58,34,50,52,50,60,60,37,55,2012
691,65,36,60,64,68,54,67,44,63,2012
758,48,34,74,86,51,56,72,71,68,2012
527,65,41,63,74,59,60,65,60,73,2012
718,68,59,63,73,90,46,69,68,75,2012
639,61,78,65,74,64,61,64,41,70,2012
561,62,59,63,62,89,53,60,53,67,2012
574,65,51,60,89,53,57,66,85,61,2012
734,70,33,71,91,81,47,56,60,66,2012
603,58,34,58,79,57,55,62,65,67,2012
747,54,0,81,65,28,70,42,0,66,2012
616,61,42,59,67,58,52,62,46,61,2012
557,62,30,64,66,59,58,68,44,59,2012
702,56,43,77,80,44,68,67,79,60,2012
582,61,40,48,68,35,57,62,69,57,2012
642,56,54,64,61,54,39,63,44,54,2012
643,56,40,71,67,63,56,82,52,57,2012
551,59,53,62,72,75,60,57,62,60,2012
749,52,55,30,59,44,60,55,50,63,2012
839,55,44,50,55,57,46,57,36,52,2012
541,67,41,63,70,64,57,76,71,67,2012
558,66,32,70,97,59,58,62,78,66,2012
722,59,32,55,71,49,55,65,68,62,2012
693,65,46,68,75,83,58,67,59,72,2012
803,53,26,50,56,47,42,58,40,50,2012
529,65,48,65,67,85,57,69,51,66,2012
651,53,38,52,68,71,55,57,53,68,2012
503,59,48,60,63,74,57,58,67,67,2012
669,59,24,65,63,51,62,66,44,55,2012
737,57,53,61,85,33,55,51,88,72,2012
553,62,51,80,84,61,70,64,44,52,2012
813,57,29,67,66,43,60,48,45,58,2012
640,67,78,59,63,64,49,60,63,72,2012
711,65,54,60,92,49,34,75,87,85,2012
528,56,41,48,49,57,41,52,34,49,2012
617,61,38,63,72,62,57,60,45,61,2012
613,56,34,59,64,50,56,62,46,57,2012
