City & State,cancer,cardiovascular,stroke,depression,rehab,vaccine,diarrhea,obesity,diabetes,year
Austin TX,51,23,46,18,44,33,59,33,57,2009
Harlingen-Weslaco-Brownsville-McAllen TX,47,20,40,19,45,28,36,43,78,2009
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,65,25,67,26,47,42,54,60,68,2009
St. Joseph MO,56,30,51,21,30,34,77,65,45,2009
Jackson TN,58,13,56,20,43,32,70,32,52,2009
Memphis TN,63,37,60,17,47,32,51,42,66,2009
San Antonio TX,56,29,58,17,45,38,56,42,75,2009
Lafayette LA,50,27,47,20,44,28,58,47,48,2009
Lake Charles LA,53,20,69,19,43,34,32,26,61,2009
Alexandria LA,45,37,41,21,57,17,47,28,58,2009
Greenwood-Greenville MS,55,100,46,18,56,14,93,44,50,2009
Champaign & Springfield-Decatur IL,64,26,58,25,32,41,44,73,66,2009
Evansville IN,59,15,58,21,47,36,57,28,61,2009
Oklahoma City OK,56,21,53,19,39,29,61,35,61,2009
Lubbock TX,53,19,43,21,40,26,50,46,63,2009
Omaha NE,63,17,56,20,43,39,63,44,67,2009
Panama City FL,53,12,59,16,36,25,58,33,48,2009
Sherman TX-Ada OK,59,23,51,25,45,32,74,37,48,2009
Green Bay-Appleton WI,58,13,64,20,32,36,59,44,55,2009
Nashville TN,65,25,55,22,46,36,57,55,74,2009
San Angelo TX,48,28,59,23,56,23,42,19,40,2009
Abilene-Sweetwater TX,59,28,37,17,77,26,78,22,65,2009
Madison WI,61,18,53,21,38,41,63,40,58,2009
Ft. Smith-Fayetteville-Springdale-Rogers AR,49,17,55,18,49,27,58,43,51,2009
Tulsa OK,60,20,58,16,39,28,51,33,60,2009
Columbus-Tupelo-West Point MS,57,23,51,23,35,38,54,94,76,2009
Peoria-Bloomington IL,66,22,55,24,36,42,50,54,76,2009
Duluth MN-Superior WI,59,19,73,22,44,36,62,43,64,2009
Wichita-Hutchinson KS,55,21,61,21,36,32,64,37,57,2009
Des Moines-Ames IA,59,17,57,22,42,36,53,41,64,2009
Davenport IA-Rock Island-Moline IL,59,19,60,23,35,34,45,50,67,2009
Mobile AL-Pensacola (Ft. Walton Beach) FL,55,17,57,17,45,33,51,30,56,2009
Minot-Bismarck-Dickinson(Williston) ND,64,18,57,26,42,35,47,51,64,2009
Huntsville-Decatur (Florence) AL,59,20,65,20,49,30,53,36,60,2009
Beaumont-Port Arthur TX,57,27,44,22,47,36,66,41,70,2009
Little Rock-Pine Bluff AR,60,20,61,22,49,33,58,52,67,2009
Montgomery (Selma) AL,59,34,51,19,59,28,50,52,59,2009
La Crosse-Eau Claire WI,57,25,62,24,40,35,62,48,61,2009
Wausau-Rhinelander WI,61,27,61,21,46,41,52,46,60,2009
Tyler-Longview(Lufkin & Nacogdoches) TX,53,28,49,21,46,27,65,42,60,2009
Hattiesburg-Laurel MS,52,18,66,19,42,28,48,52,48,2009
Meridian MS,60,26,81,25,38,27,39,57,69,2009
Baton Rouge LA,59,26,55,19,46,30,61,55,72,2009
Quincy IL-Hannibal MO-Keokuk IA,57,39,39,26,46,40,60,86,70,2009
Jackson MS,55,23,49,20,45,26,54,44,66,2009
Lincoln & Hastings-Kearney NE,55,25,47,27,36,32,42,57,57,2009
Fargo-Valley City ND,63,24,57,22,36,37,62,56,70,2009
Sioux Falls(Mitchell) SD,62,24,56,22,39,42,73,51,63,2009
Jonesboro AR,58,20,62,22,45,21,59,53,79,2009
Bowling Green KY,61,17,67,20,58,36,65,42,70,2009
Mankato MN,59,20,46,28,37,33,66,61,55,2009
North Platte NE,60,0,57,11,17,12,91,0,39,2009
Anchorage AK,48,14,68,18,27,32,50,29,56,2009
Honolulu HI,48,15,57,18,35,32,55,39,57,2009
Fairbanks AK,44,7,36,19,23,35,49,52,50,2009
Biloxi-Gulfport MS,54,23,66,17,42,21,56,25,52,2009
Juneau AK,50,0,95,15,44,55,35,0,66,2009
Laredo TX,41,19,30,20,42,34,32,21,61,2009
Denver CO,54,18,51,19,39,31,58,31,54,2009
Colorado Springs-Pueblo CO,52,14,49,21,32,34,59,29,53,2009
Phoenix AZ,57,22,48,18,40,33,53,35,59,2009
Butte-Bozeman MT,48,31,51,28,33,43,46,43,57,2009
Great Falls MT,54,9,36,21,34,29,61,30,64,2009
"Billings, MT",57,9,53,28,45,38,50,43,64,2009
Boise ID,49,19,61,23,48,35,53,44,67,2009
Idaho Falls-Pocatello ID,52,16,72,21,40,36,45,30,64,2009
Cheyenne WY-Scottsbluff NE,57,21,64,21,34,33,56,28,53,2009
Twin Falls ID,58,21,85,21,36,32,46,58,48,2009
Missoula MT,53,22,61,22,48,36,47,37,52,2009
Rapid City SD,57,10,54,23,34,31,58,49,66,2009
El Paso TX,47,26,41,20,27,32,42,42,70,2009
Helena MT,60,0,45,22,36,46,56,49,81,2009
Casper-Riverton WY,67,14,72,26,57,35,63,29,43,2009
Salt Lake City UT,50,19,51,21,41,35,54,46,59,2009
Yuma AZ-El Centro CA,53,28,58,23,47,52,62,85,74,2009
Grand Junction-Montrose CO,57,18,54,28,31,39,53,65,74,2009
Tucson (Sierra Vista) AZ,56,17,51,21,39,34,59,38,61,2009
Albuquerque-Santa Fe NM,61,18,55,21,46,36,56,42,73,2009
Glendive MT,64,0,0,0,0,0,0,0,0,2009
Bakersfield CA,46,15,42,19,33,27,44,42,41,2009
Eugene OR,53,19,59,21,35,39,47,51,53,2009
Eureka CA,49,13,47,22,31,41,50,27,49,2009
Los Angeles CA,50,16,45,17,37,31,50,35,49,2009
Palm Springs CA,50,6,51,18,44,22,46,22,52,2009
San Francisco-Oakland-San Jose CA,36,17,26,8,18,18,24,16,43,2009
Yakima-Pasco-Richland-Kennewick WA,59,22,54,18,38,37,52,52,59,2009
Reno NV,54,17,63,20,32,32,56,40,57,2009
Medford-Klamath Falls OR,53,13,49,22,41,33,58,61,55,2009
Seattle-Tacoma WA,54,13,54,19,38,37,55,33,55,2009
Portland OR,53,14,55,20,39,38,58,41,58,2009
Bend OR,53,14,60,19,34,39,44,12,45,2009
San Diego CA,55,20,47,17,37,37,54,37,51,2009
Monterey-Salinas CA,49,10,42,19,35,35,46,43,50,2009
Las Vegas NV,52,19,41,16,47,27,53,29,53,2009
Santa Barbara-Santa Maria-San Luis Obispo CA,50,10,51,19,33,33,50,48,45,2009
Sacramento-Stockton-Modesto CA,51,19,56,18,35,34,49,40,58,2009
Fresno-Visalia CA,48,18,45,20,39,29,45,45,59,2009
Chico-Redding CA,52,10,52,22,47,30,50,58,44,2009
Spokane WA,52,24,56,22,40,34,52,40,54,2009
