City & State,cancer,cardiovascular,stroke,depression,rehab,vaccine,diarrhea,obesity,diabetes,year
Springfield-Holyoke MA,61,19,61,34,73,23,58,26,42,2008
Norfolk-Portsmouth-Newport News VA,59,24,64,27,45,21,56,22,44,2008
Greenville-New Bern-Washington NC,70,41,63,33,76,27,54,43,52,2008
Columbia SC,67,20,60,28,63,20,40,26,46,2008
Toledo OH,67,29,61,34,64,23,50,35,47,2008
West Palm Beach-Ft. Pierce FL,66,21,50,28,75,19,38,19,42,2008
Watertown NY,67,32,82,39,85,55,90,23,49,2008
Wilmington NC,73,18,64,37,73,28,66,26,49,2008
Lansing MI,70,32,57,34,54,38,50,37,45,2008
Presque Isle ME,82,0,55,44,34,41,66,39,48,2008
Marquette MI,57,25,68,38,63,25,54,27,43,2008
Wheeling WV-Steubenville OH,64,29,60,35,38,38,54,19,43,2008
Syracuse NY,74,21,63,32,59,27,55,36,44,2008
Richmond-Petersburg VA,67,28,56,32,55,24,44,25,47,2008
Knoxville TN,67,17,66,32,55,24,59,23,54,2008
Lima OH,65,13,32,36,49,29,41,25,38,2008
Bluefield-Beckley-Oak Hill WV,69,22,76,31,80,53,61,43,40,2008
Raleigh-Durham (Fayetteville) NC,70,26,66,29,61,29,53,30,49,2008
Jacksonville FL,61,20,64,23,74,22,50,23,47,2008
Grand Rapids-Kalamazoo-Battle Creek MI,62,22,60,35,54,23,54,34,40,2008
Charleston-Huntington WV,82,28,84,33,67,33,58,43,58,2008
Elmira NY,61,9,57,34,38,21,24,28,32,2008
Harrisburg-Lancaster-Lebanon-York PA,73,19,57,33,70,25,59,23,50,2008
Greenville-Spartanburg SC-Asheville NC-Anderson SC,65,19,66,33,56,22,57,27,43,2008
Harrisonburg VA,64,26,46,50,100,27,54,55,46,2008
Florence-Myrtle Beach SC,62,15,51,35,67,16,36,26,44,2008
Ft. Myers-Naples FL,77,34,74,31,63,18,40,16,40,2008
Roanoke-Lynchburg VA,62,21,53,33,60,25,50,30,41,2008
Johnstown-Altoona PA,61,21,66,35,49,22,69,43,44,2008
Chattanooga TN,70,18,73,32,67,21,60,26,54,2008
Salisbury MD,71,15,67,28,66,23,77,24,52,2008
Wilkes Barre-Scranton PA,67,17,59,34,60,29,66,26,42,2008
Terre Haute IN,76,19,40,42,53,24,53,42,50,2008
Lafayette IN,70,28,45,31,25,31,28,64,50,2008
Alpena MI,92,0,0,100,0,100,0,0,100,2008
Charlottesville VA,74,23,61,32,49,28,43,23,52,2008
South Bend-Elkhart IN,64,19,52,32,54,25,45,22,43,2008
Gainesville FL,71,40,83,31,73,29,61,45,62,2008
Zanesville OH,51,0,46,27,47,24,59,22,32,2008
Parkersburg WV,64,37,70,46,62,36,0,20,40,2008
Clarksburg-Weston WV,70,15,46,26,68,27,63,41,48,2008
Corpus Christi TX,61,10,46,26,56,20,46,25,49,2008
Chicago IL,65,19,53,28,55,20,51,20,43,2008
Joplin MO-Pittsburg KS,56,7,40,38,59,16,63,43,50,2008
Columbia-Jefferson City MO,73,30,85,40,64,33,65,47,57,2008
Topeka KS,65,17,50,32,54,28,55,38,42,2008
Dothan AL,54,13,72,34,95,19,81,22,38,2008
St. Louis MO,63,19,57,32,62,22,54,23,44,2008
Rockford IL,71,9,75,29,40,29,66,29,44,2008
Rochester MN-Mason City IA-Austin MN,100,41,88,39,59,39,78,34,64,2008
Shreveport LA,62,20,46,30,60,24,62,22,41,2008
Minneapolis-St. Paul MN,63,25,57,30,52,24,46,26,46,2008
Kansas City MO,65,24,58,29,59,22,55,23,44,2008
Milwaukee WI,64,26,64,33,63,26,53,23,43,2008
Houston TX,69,24,54,25,46,22,51,18,43,2008
Springfield MO,59,16,60,36,55,20,58,33,44,2008
New Orleans LA,61,33,71,28,58,25,50,23,46,2008
Dallas-Ft. Worth TX,57,19,52,26,53,19,51,18,39,2008
Sioux City IA,67,27,60,43,65,18,51,42,47,2008
Waco-Temple-Bryan TX,52,33,49,26,51,27,46,33,44,2008
Victoria TX,57,46,53,28,50,26,65,0,51,2008
Wichita Falls TX & Lawton OK,54,23,60,28,80,22,65,26,47,2008
Monroe LA-El Dorado AR,61,65,68,32,47,23,51,55,50,2008
Birmingham AL,69,33,73,30,70,22,57,27,48,2008
Ottumwa IA-Kirksville MO,81,10,55,39,53,20,100,46,39,2008
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,72,19,55,38,57,26,53,45,51,2008
Odessa-Midland TX,55,18,36,30,47,19,49,31,55,2008
Amarillo TX,51,20,49,27,54,30,44,21,41,2008
Austin TX,55,21,50,27,57,22,60,20,42,2008
Harlingen-Weslaco-Brownsville-McAllen TX,51,22,40,26,54,17,34,31,54,2008
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,73,32,58,35,59,28,79,36,48,2008
St. Joseph MO,58,38,64,41,45,19,41,33,60,2008
Jackson TN,58,16,47,27,52,15,80,20,41,2008
Memphis TN,71,30,58,27,64,22,58,25,50,2008
San Antonio TX,60,27,59,24,60,25,59,23,54,2008
Lafayette LA,50,25,55,27,60,14,57,17,40,2008
Lake Charles LA,59,34,64,29,63,21,82,42,43,2008
Alexandria LA,54,23,40,27,59,17,41,21,42,2008
Greenwood-Greenville MS,92,100,92,20,77,26,84,100,54,2008
Champaign & Springfield-Decatur IL,72,33,66,37,47,25,46,48,53,2008
Evansville IN,69,24,65,32,63,23,57,19,51,2008
Oklahoma City OK,59,22,53,27,56,21,61,26,48,2008
Lubbock TX,59,25,63,26,61,24,58,32,47,2008
Omaha NE,66,19,56,30,54,30,62,25,51,2008
Panama City FL,61,19,70,28,64,16,57,19,34,2008
Sherman TX-Ada OK,59,26,91,32,40,11,74,33,48,2008
Green Bay-Appleton WI,60,14,64,35,54,24,55,25,45,2008
Nashville TN,71,29,66,33,65,23,53,30,54,2008
San Angelo TX,64,13,33,37,64,21,48,18,39,2008
Abilene-Sweetwater TX,54,7,61,30,85,24,55,21,43,2008
Madison WI,67,21,59,31,50,29,61,25,45,2008
Ft. Smith-Fayetteville-Springdale-Rogers AR,52,15,55,29,56,19,49,25,38,2008
Tulsa OK,63,9,55,27,63,18,38,20,43,2008
Columbus-Tupelo-West Point MS,58,27,58,31,43,23,37,46,53,2008
Peoria-Bloomington IL,69,13,59,33,49,24,37,40,50,2008
Duluth MN-Superior WI,65,18,80,43,62,26,55,36,56,2008
Wichita-Hutchinson KS,60,21,67,32,39,19,46,28,40,2008
Des Moines-Ames IA,64,16,59,31,51,27,54,29,52,2008
Davenport IA-Rock Island-Moline IL,61,19,47,34,48,24,40,27,43,2008
Mobile AL-Pensacola (Ft. Walton Beach) FL,64,17,66,27,56,19,51,19,40,2008
Minot-Bismarck-Dickinson(Williston) ND,68,19,73,37,51,28,40,29,46,2008
Huntsville-Decatur (Florence) AL,64,19,74,29,69,21,58,22,48,2008
Beaumont-Port Arthur TX,65,20,45,26,51,18,55,13,41,2008
Little Rock-Pine Bluff AR,64,29,73,30,61,21,45,29,48,2008
Montgomery (Selma) AL,68,31,57,28,81,21,54,31,49,2008
La Crosse-Eau Claire WI,66,25,62,35,46,24,50,30,46,2008
Wausau-Rhinelander WI,63,38,64,31,71,22,48,24,46,2008
Tyler-Longview(Lufkin & Nacogdoches) TX,66,19,59,29,63,24,39,26,45,2008
Hattiesburg-Laurel MS,66,25,52,31,49,14,71,36,46,2008
Meridian MS,73,72,69,33,52,38,50,58,43,2008
Baton Rouge LA,62,25,54,27,64,23,59,34,47,2008
Quincy IL-Hannibal MO-Keokuk IA,67,32,22,41,52,15,25,40,41,2008
Jackson MS,62,24,56,33,62,18,55,29,46,2008
Lincoln & Hastings-Kearney NE,58,19,50,35,55,20,44,37,47,2008
Fargo-Valley City ND,68,22,79,35,48,27,59,35,53,2008
Sioux Falls(Mitchell) SD,67,17,60,35,53,28,69,31,52,2008
Jonesboro AR,68,41,82,29,93,13,63,41,49,2008
Bowling Green KY,66,25,72,30,54,24,59,51,48,2008
Mankato MN,66,14,73,44,46,24,44,46,59,2008
North Platte NE,32,0,33,35,62,54,59,0,38,2008
Anchorage AK,53,13,70,25,40,25,46,22,42,2008
Honolulu HI,54,16,67,24,47,20,52,22,44,2008
Fairbanks AK,53,17,77,40,38,23,17,27,42,2008
Biloxi-Gulfport MS,62,25,76,24,64,14,35,22,42,2008
Juneau AK,68,0,87,25,29,25,19,0,37,2008
Laredo TX,51,13,35,24,41,19,54,30,53,2008
Denver CO,59,17,58,29,53,23,53,20,39,2008
Colorado Springs-Pueblo CO,54,12,60,30,49,20,47,21,39,2008
Phoenix AZ,61,19,58,26,54,21,50,21,41,2008
Butte-Bozeman MT,53,15,95,40,43,39,41,26,39,2008
Great Falls MT,50,24,69,33,55,22,53,19,31,2008
"Billings, MT",60,17,51,43,51,26,33,30,47,2008
Boise ID,56,17,63,34,66,25,50,28,45,2008
Idaho Falls-Pocatello ID,56,21,54,39,56,21,73,31,51,2008
Cheyenne WY-Scottsbluff NE,54,30,65,37,45,22,55,24,40,2008
Twin Falls ID,55,13,76,39,54,23,46,31,48,2008
Missoula MT,63,13,70,30,46,29,65,25,48,2008
Rapid City SD,63,24,67,35,53,20,52,25,51,2008
El Paso TX,54,19,39,24,39,20,49,37,54,2008
Helena MT,65,10,87,41,47,21,53,30,51,2008
Casper-Riverton WY,52,11,82,32,67,18,15,32,44,2008
Salt Lake City UT,56,16,62,30,53,20,53,25,42,2008
Yuma AZ-El Centro CA,62,56,53,51,66,35,38,39,47,2008
Grand Junction-Montrose CO,54,15,53,33,57,30,46,31,52,2008
Tucson (Sierra Vista) AZ,64,19,66,30,54,25,58,25,49,2008
Albuquerque-Santa Fe NM,62,13,63,31,50,29,45,24,53,2008
Glendive MT,85,0,0,0,0,0,0,0,0,2008
Bakersfield CA,53,9,68,27,49,16,32,38,40,2008
Eugene OR,54,20,68,35,42,25,49,35,43,2008
Eureka CA,58,14,94,40,56,25,48,32,41,2008
Los Angeles CA,54,14,49,26,50,18,44,22,36,2008
Palm Springs CA,58,11,49,25,58,13,60,15,38,2008
San Francisco-Oakland-San Jose CA,47,19,38,16,31,15,31,13,35,2008
Yakima-Pasco-Richland-Kennewick WA,57,25,63,33,45,26,39,27,47,2008
Reno NV,56,17,64,26,53,20,47,18,41,2008
Medford-Klamath Falls OR,60,14,70,29,42,29,38,23,50,2008
Seattle-Tacoma WA,59,13,56,29,51,23,43,18,39,2008
Portland OR,58,14,55,30,53,22,50,23,41,2008
Bend OR,58,6,71,29,65,22,65,22,43,2008
San Diego CA,60,18,53,25,51,23,48,22,39,2008
Monterey-Salinas CA,51,10,45,27,41,23,49,21,41,2008
Las Vegas NV,59,18,45,23,60,15,43,17,38,2008
Santa Barbara-Santa Maria-San Luis Obispo CA,56,16,59,27,54,22,43,28,34,2008
Sacramento-Stockton-Modesto CA,59,19,59,28,51,22,47,26,43,2008
Fresno-Visalia CA,52,20,48,32,49,16,45,31,39,2008
Chico-Redding CA,56,16,85,30,55,21,31,26,37,2008
Spokane WA,60,16,66,32,56,24,43,25,45,2008
