City & State,cancer,cardiovascular,stroke,depression,rehab,vaccine,diarrhea,obesity,diabetes,year
Springfield MO,63,34,59,42,37,38,19,38,53,2007
New Orleans LA,59,42,60,37,40,42,25,28,56,2007
Dallas-Ft. Worth TX,56,27,45,31,34,36,19,21,49,2007
Sioux City IA,61,33,53,49,26,39,15,48,56,2007
Waco-Temple-Bryan TX,56,34,50,32,28,42,20,37,52,2007
Victoria TX,69,22,46,43,32,64,13,0,43,2007
Wichita Falls TX & Lawton OK,46,46,56,32,57,39,18,36,62,2007
Monroe LA-El Dorado AR,61,86,78,47,35,30,15,37,62,2007
Birmingham AL,70,52,70,39,49,43,21,36,64,2007
Ottumwa IA-Kirksville MO,78,45,67,52,32,48,26,46,64,2007
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,64,32,54,52,41,32,17,61,62,2007
Odessa-Midland TX,45,29,50,35,32,30,9,27,57,2007
Amarillo TX,59,29,59,38,26,45,19,28,54,2007
Austin TX,56,31,42,31,36,45,24,23,49,2007
Harlingen-Weslaco-Brownsville-McAllen TX,51,39,46,37,32,42,17,41,54,2007
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,72,33,58,50,26,50,25,48,61,2007
St. Joseph MO,59,47,66,41,42,41,16,47,63,2007
Jackson TN,65,30,56,41,39,33,21,24,46,2007
Memphis TN,68,44,56,32,36,40,20,26,61,2007
San Antonio TX,60,41,55,30,41,46,19,32,65,2007
Lafayette LA,51,62,57,31,35,24,12,22,50,2007
Lake Charles LA,55,35,44,41,43,19,20,10,37,2007
Alexandria LA,47,47,59,33,39,28,27,14,35,2007
Greenwood-Greenville MS,83,0,100,41,62,100,100,66,100,2007
Champaign & Springfield-Decatur IL,77,32,47,45,31,56,25,49,64,2007
Evansville IN,71,26,67,44,41,46,27,47,72,2007
Oklahoma City OK,60,29,48,36,32,37,21,32,61,2007
Lubbock TX,69,40,53,43,36,51,20,27,65,2007
Omaha NE,64,34,60,36,36,46,21,29,57,2007
Panama City FL,49,21,51,25,39,43,13,15,57,2007
Sherman TX-Ada OK,54,31,55,36,24,55,14,36,74,2007
Green Bay-Appleton WI,58,29,52,41,23,36,17,27,44,2007
Nashville TN,68,35,54,40,39,43,22,36,64,2007
San Angelo TX,65,34,34,40,59,45,15,16,45,2007
Abilene-Sweetwater TX,55,32,64,32,72,28,26,32,61,2007
Madison WI,68,29,54,40,30,52,20,31,54,2007
Ft. Smith-Fayetteville-Springdale-Rogers AR,57,36,46,35,38,23,21,32,51,2007
Tulsa OK,63,21,54,28,39,30,17,18,52,2007
Columbus-Tupelo-West Point MS,68,42,64,33,38,69,20,70,65,2007
Peoria-Bloomington IL,61,35,63,44,26,41,19,52,66,2007
Duluth MN-Superior WI,65,36,72,44,30,47,24,44,53,2007
Wichita-Hutchinson KS,62,37,63,39,28,37,21,37,50,2007
Des Moines-Ames IA,67,29,58,45,30,53,20,43,56,2007
Davenport IA-Rock Island-Moline IL,60,38,60,44,26,35,20,31,48,2007
Mobile AL-Pensacola (Ft. Walton Beach) FL,63,26,58,31,31,34,18,24,47,2007
Minot-Bismarck-Dickinson(Williston) ND,66,39,65,48,36,54,16,47,56,2007
Huntsville-Decatur (Florence) AL,61,28,61,33,34,36,21,32,48,2007
Beaumont-Port Arthur TX,51,22,57,34,26,24,26,34,44,2007
Little Rock-Pine Bluff AR,66,29,52,34,39,40,21,38,67,2007
Montgomery (Selma) AL,61,48,61,38,46,32,18,49,62,2007
La Crosse-Eau Claire WI,64,35,59,46,29,47,21,32,50,2007
Wausau-Rhinelander WI,63,58,72,38,43,49,20,30,48,2007
Tyler-Longview(Lufkin & Nacogdoches) TX,52,30,54,36,45,39,29,36,51,2007
Hattiesburg-Laurel MS,67,44,70,34,52,29,30,30,53,2007
Meridian MS,80,73,69,42,53,35,0,100,32,2007
Baton Rouge LA,55,38,58,31,36,39,27,37,58,2007
Quincy IL-Hannibal MO-Keokuk IA,65,24,77,56,40,32,9,53,90,2007
Jackson MS,60,32,49,33,36,36,22,31,60,2007
Lincoln & Hastings-Kearney NE,60,30,55,50,29,50,23,53,54,2007
Fargo-Valley City ND,65,29,65,48,28,47,13,64,63,2007
Sioux Falls(Mitchell) SD,70,35,50,41,33,42,22,47,65,2007
Jonesboro AR,71,57,62,39,49,27,22,43,66,2007
Bowling Green KY,59,35,55,39,34,47,21,44,52,2007
Mankato MN,67,73,69,53,30,39,13,59,50,2007
North Platte NE,45,0,38,34,19,94,31,0,68,2007
Anchorage AK,50,13,65,38,25,38,15,19,60,2007
Honolulu HI,54,27,57,31,28,33,21,29,50,2007
Fairbanks AK,56,16,59,27,9,50,16,49,42,2007
Biloxi-Gulfport MS,61,35,67,39,37,28,27,22,61,2007
Juneau AK,68,0,52,25,25,45,14,0,59,2007
Laredo TX,46,47,26,47,33,26,11,54,69,2007
Denver CO,59,26,48,33,31,40,19,26,45,2007
Colorado Springs-Pueblo CO,51,22,50,40,27,33,22,23,44,2007
Phoenix AZ,57,32,49,31,32,34,17,23,49,2007
Butte-Bozeman MT,61,15,61,51,26,76,20,38,54,2007
Great Falls MT,50,30,80,33,17,43,11,32,52,2007
"Billings, MT",65,33,76,45,28,37,18,27,48,2007
Boise ID,51,24,60,34,37,35,17,37,60,2007
Idaho Falls-Pocatello ID,59,27,60,40,23,46,28,50,51,2007
Cheyenne WY-Scottsbluff NE,60,16,58,53,24,29,26,36,53,2007
Twin Falls ID,59,27,80,31,30,38,17,41,66,2007
Missoula MT,63,17,54,37,26,52,20,43,55,2007
Rapid City SD,58,25,50,45,30,45,31,39,66,2007
El Paso TX,57,33,47,35,29,50,15,46,73,2007
Helena MT,61,20,67,43,25,57,14,34,43,2007
Casper-Riverton WY,56,0,55,44,31,55,17,26,57,2007
Salt Lake City UT,53,24,55,38,33,32,18,36,52,2007
Yuma AZ-El Centro CA,42,42,29,52,16,39,16,48,26,2007
Grand Junction-Montrose CO,50,12,37,48,30,33,11,50,48,2007
Tucson (Sierra Vista) AZ,62,25,46,36,28,37,23,29,56,2007
Albuquerque-Santa Fe NM,66,22,50,38,31,49,18,29,61,2007
Glendive MT,99,0,0,0,0,0,0,0,0,2007
Bakersfield CA,56,22,36,37,25,28,13,38,46,2007
Eugene OR,55,27,54,39,33,43,24,35,57,2007
Eureka CA,46,28,72,46,23,31,36,48,53,2007
Los Angeles CA,52,22,43,29,32,29,17,26,42,2007
Palm Springs CA,60,14,55,33,30,29,12,18,40,2007
San Francisco-Oakland-San Jose CA,51,27,44,26,22,35,17,21,45,2007
Yakima-Pasco-Richland-Kennewick WA,59,20,53,36,18,43,18,38,57,2007
Reno NV,56,18,56,31,28,39,21,26,42,2007
Medford-Klamath Falls OR,67,24,56,37,23,28,20,35,52,2007
Seattle-Tacoma WA,60,21,46,33,30,42,19,24,47,2007
Portland OR,55,24,54,35,30,36,18,29,52,2007
Bend OR,59,24,63,41,36,30,21,25,48,2007
San Diego CA,58,28,48,29,33,37,17,26,46,2007
Monterey-Salinas CA,53,16,41,33,28,35,12,25,44,2007
Las Vegas NV,54,30,43,27,35,30,16,19,38,2007
Santa Barbara-Santa Maria-San Luis Obispo CA,53,19,53,33,31,35,19,28,38,2007
Sacramento-Stockton-Modesto CA,58,28,53,34,28,38,18,36,50,2007
Fresno-Visalia CA,51,37,43,34,31,23,14,41,54,2007
Chico-Redding CA,59,38,51,36,31,38,17,47,39,2007
Spokane WA,60,28,59,39,31,41,22,39,56,2007
