City & State,cancer,cardiovascular,stroke,depression,rehab,vaccine,diarrhea,obesity,diabetes,year
Clarksburg-Weston WV,52,15,14,28,29,53,25,30,41,2006
Corpus Christi TX,42,18,25,17,26,20,31,27,55,2006
Chicago IL,50,20,21,21,32,33,43,21,36,2006
Joplin MO-Pittsburg KS,43,19,24,23,11,32,34,40,31,2006
Columbia-Jefferson City MO,58,30,24,28,33,57,24,40,46,2006
Topeka KS,46,24,25,18,22,44,41,29,37,2006
Dothan AL,43,17,38,19,48,14,38,30,27,2006
St. Louis MO,50,21,24,22,39,34,47,26,43,2006
Rockford IL,44,22,27,19,39,27,13,34,43,2006
Rochester MN-Mason City IA-Austin MN,77,53,38,35,27,74,68,41,55,2006
Shreveport LA,43,28,27,22,33,25,44,27,39,2006
Minneapolis-St. Paul MN,50,23,23,23,24,36,42,26,38,2006
Kansas City MO,51,19,25,21,32,36,42,23,39,2006
Milwaukee WI,49,21,24,23,23,40,44,24,39,2006
Houston TX,54,23,23,18,26,36,40,19,38,2006
Springfield MO,46,18,23,24,27,28,34,29,38,2006
New Orleans LA,43,22,25,22,28,37,30,18,36,2006
Dallas-Ft. Worth TX,44,20,22,19,36,32,40,19,39,2006
Sioux City IA,52,33,22,32,37,57,53,28,40,2006
Waco-Temple-Bryan TX,44,16,16,23,23,38,47,28,37,2006
Victoria TX,52,0,15,44,44,0,70,0,63,2006
Wichita Falls TX & Lawton OK,49,15,26,26,48,26,34,18,37,2006
Monroe LA-El Dorado AR,54,43,22,31,16,41,26,60,57,2006
Birmingham AL,53,31,27,21,46,43,46,29,44,2006
Ottumwa IA-Kirksville MO,57,41,28,24,39,44,51,48,48,2006
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,50,22,23,31,48,37,43,51,39,2006
Odessa-Midland TX,36,16,27,25,20,29,55,12,45,2006
Amarillo TX,46,21,22,28,20,35,29,33,41,2006
Austin TX,44,20,22,18,31,38,44,19,35,2006
Harlingen-Weslaco-Brownsville-McAllen TX,43,32,21,22,15,18,37,33,44,2006
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,57,31,22,32,30,56,47,42,45,2006
St. Joseph MO,48,31,21,26,26,37,70,43,34,2006
Jackson TN,40,16,24,18,27,24,66,16,33,2006
Memphis TN,51,37,23,20,36,35,55,25,39,2006
San Antonio TX,47,24,23,18,31,36,54,19,45,2006
Lafayette LA,39,39,25,21,40,27,32,20,29,2006
Lake Charles LA,54,34,16,15,56,69,51,34,38,2006
Alexandria LA,34,42,20,24,59,100,62,21,40,2006
Greenwood-Greenville MS,74,0,65,33,0,83,0,51,86,2006
Champaign & Springfield-Decatur IL,58,25,23,27,20,49,32,42,46,2006
Evansville IN,52,12,20,23,53,40,38,27,49,2006
Oklahoma City OK,46,17,20,21,29,29,42,26,40,2006
Lubbock TX,46,26,25,21,48,44,29,30,40,2006
Omaha NE,53,16,23,25,28,38,58,27,43,2006
Panama City FL,43,15,25,18,28,24,27,16,28,2006
Sherman TX-Ada OK,53,72,13,28,16,13,50,19,32,2006
Green Bay-Appleton WI,48,15,22,27,22,34,37,25,38,2006
Nashville TN,52,23,23,25,41,41,45,28,47,2006
San Angelo TX,38,44,10,16,65,26,24,38,33,2006
Abilene-Sweetwater TX,43,38,20,21,36,36,57,32,31,2006
Madison WI,56,16,25,25,25,45,36,23,38,2006
Ft. Smith-Fayetteville-Springdale-Rogers AR,44,19,19,25,28,32,19,21,37,2006
Tulsa OK,50,17,26,18,33,27,29,22,44,2006
Columbus-Tupelo-West Point MS,50,33,20,24,38,49,83,50,39,2006
Peoria-Bloomington IL,47,20,30,29,31,37,35,34,46,2006
Duluth MN-Superior WI,52,19,25,33,31,57,32,35,42,2006
Wichita-Hutchinson KS,44,22,23,26,27,46,35,35,39,2006
Des Moines-Ames IA,50,15,22,27,24,45,40,34,42,2006
Davenport IA-Rock Island-Moline IL,52,29,27,23,31,33,40,23,41,2006
Mobile AL-Pensacola (Ft. Walton Beach) FL,49,17,21,20,30,31,40,22,37,2006
Minot-Bismarck-Dickinson(Williston) ND,56,22,28,39,40,52,48,29,45,2006
Huntsville-Decatur (Florence) AL,47,16,19,18,33,32,35,21,39,2006
Beaumont-Port Arthur TX,44,23,26,19,35,30,20,15,36,2006
Little Rock-Pine Bluff AR,49,21,23,21,40,49,41,30,48,2006
Montgomery (Selma) AL,48,26,19,27,40,41,65,35,45,2006
La Crosse-Eau Claire WI,47,19,23,29,24,43,43,31,40,2006
Wausau-Rhinelander WI,51,23,30,25,46,50,62,27,35,2006
Tyler-Longview(Lufkin & Nacogdoches) TX,48,28,19,25,37,41,54,27,42,2006
Hattiesburg-Laurel MS,46,21,10,29,39,50,46,58,41,2006
Meridian MS,71,100,21,26,79,54,100,100,16,2006
Baton Rouge LA,45,21,27,20,34,42,42,30,39,2006
Quincy IL-Hannibal MO-Keokuk IA,50,48,26,34,25,24,27,58,32,2006
Jackson MS,46,25,20,26,35,30,44,32,47,2006
Lincoln & Hastings-Kearney NE,49,17,23,32,32,31,34,38,42,2006
Fargo-Valley City ND,51,24,26,28,27,47,61,34,51,2006
Sioux Falls(Mitchell) SD,51,19,26,30,32,60,53,30,45,2006
Jonesboro AR,51,29,17,25,61,35,33,40,28,2006
Bowling Green KY,54,23,24,22,43,23,50,68,44,2006
Mankato MN,53,15,23,36,20,18,59,47,38,2006
North Platte NE,52,71,45,18,100,0,0,0,33,2006
Anchorage AK,43,16,26,20,17,35,51,19,43,2006
Honolulu HI,41,15,27,18,21,37,42,27,36,2006
Fairbanks AK,39,12,22,16,8,65,17,21,41,2006
Biloxi-Gulfport MS,42,14,31,18,26,15,28,9,31,2006
Juneau AK,56,0,41,9,39,29,41,0,51,2006
Laredo TX,33,25,12,16,12,0,38,26,45,2006
Denver CO,45,15,21,20,28,37,43,20,33,2006
Colorado Springs-Pueblo CO,41,14,23,20,25,30,39,24,34,2006
Phoenix AZ,45,17,23,17,29,32,40,20,36,2006
Butte-Bozeman MT,47,16,27,34,36,70,50,19,32,2006
Great Falls MT,44,22,42,34,16,60,50,31,40,2006
"Billings, MT",45,33,39,39,20,32,49,27,33,2006
Boise ID,42,18,24,25,29,34,41,33,39,2006
Idaho Falls-Pocatello ID,45,13,28,35,27,49,29,52,44,2006
Cheyenne WY-Scottsbluff NE,41,21,20,26,15,27,27,34,31,2006
Twin Falls ID,67,26,42,27,12,43,39,13,28,2006
Missoula MT,41,13,28,22,27,48,43,35,39,2006
Rapid City SD,45,14,37,25,40,54,50,31,40,2006
El Paso TX,40,24,18,24,19,40,18,42,47,2006
Helena MT,52,20,25,21,27,57,78,28,43,2006
Casper-Riverton WY,42,29,28,33,23,23,88,32,25,2006
Salt Lake City UT,42,15,24,22,30,31,41,26,41,2006
Yuma AZ-El Centro CA,33,43,30,23,10,69,32,39,37,2006
Grand Junction-Montrose CO,48,22,14,27,29,31,67,35,34,2006
Tucson (Sierra Vista) AZ,48,13,22,21,20,39,41,24,40,2006
Albuquerque-Santa Fe NM,49,16,24,22,29,48,43,22,51,2006
Glendive MT,100,0,0,0,0,0,0,0,0,2006
Bakersfield CA,38,13,18,18,22,23,50,26,37,2006
Eugene OR,45,16,23,24,29,49,30,28,39,2006
Eureka CA,43,0,23,39,34,26,24,29,46,2006
Los Angeles CA,39,14,18,17,25,28,37,22,30,2006
Palm Springs CA,45,7,23,17,29,38,37,10,25,2006
San Francisco-Oakland-San Jose CA,43,15,21,18,21,37,40,19,33,2006
Yakima-Pasco-Richland-Kennewick WA,44,23,19,27,19,36,32,25,42,2006
Reno NV,45,8,24,18,23,34,51,19,30,2006
Medford-Klamath Falls OR,44,13,25,23,20,33,29,24,37,2006
Seattle-Tacoma WA,45,14,21,19,25,35,40,20,33,2006
Portland OR,41,14,24,21,26,30,38,24,38,2006
Bend OR,49,18,24,18,23,52,45,20,35,2006
San Diego CA,45,16,19,17,24,32,41,22,33,2006
Monterey-Salinas CA,41,20,22,22,22,39,27,32,38,2006
Las Vegas NV,41,15,20,18,28,23,37,17,32,2006
Santa Barbara-Santa Maria-San Luis Obispo CA,39,13,24,20,29,31,40,25,28,2006
Sacramento-Stockton-Modesto CA,45,16,24,20,22,40,37,26,39,2006
Fresno-Visalia CA,42,15,20,21,26,25,30,40,35,2006
Chico-Redding CA,44,10,28,24,30,33,28,29,32,2006
Spokane WA,43,18,23,21,25,31,41,28,33,2006
