City & State,cancer,cardiovascular,stroke,depression,rehab,vaccine,diarrhea,obesity,diabetes,year
Marquette MI,63,47,80,79,53,70,70,61,77,2015
Wheeling WV-Steubenville OH,74,48,66,75,68,80,76,60,79,2015
Syracuse NY,69,45,60,71,50,72,69,73,74,2015
Richmond-Petersburg VA,66,78,52,66,55,67,60,63,79,2015
Knoxville TN,70,32,59,69,68,68,79,54,75,2015
Lima OH,70,27,58,76,47,65,82,52,83,2015
Bluefield-Beckley-Oak Hill WV,76,41,71,83,56,63,100,65,89,2015
Raleigh-Durham (Fayetteville) NC,67,51,53,61,52,70,63,69,75,2015
Jacksonville FL,65,73,60,57,90,58,61,59,75,2015
Grand Rapids-Kalamazoo-Battle Creek MI,65,42,61,74,54,63,67,61,70,2015
Charleston-Huntington WV,78,39,70,84,55,65,92,54,84,2015
Elmira NY,64,18,67,69,43,69,84,60,72,2015
Harrisburg-Lancaster-Lebanon-York PA,69,52,60,68,74,72,76,59,73,2015
Greenville-Spartanburg SC-Asheville NC-Anderson SC,68,44,55,66,60,65,70,55,69,2015
Harrisonburg VA,61,55,56,66,65,66,69,73,71,2015
Florence-Myrtle Beach SC,61,24,62,54,69,37,69,26,61,2015
Ft. Myers-Naples FL,76,44,68,52,59,60,68,43,64,2015
Roanoke-Lynchburg VA,22,14,19,15,14,18,13,17,28,2015
Johnstown-Altoona PA,71,53,63,78,54,70,71,78,68,2015
Chattanooga TN,66,39,59,65,58,57,74,53,70,2015
Salisbury MD,71,65,64,63,61,64,69,67,73,2015
Wilkes Barre-Scranton PA,74,41,62,76,74,71,84,54,74,2015
Terre Haute IN,66,46,57,73,60,50,80,74,76,2015
Lafayette IN,61,70,54,69,31,76,52,95,72,2015
Alpena MI,67,0,94,85,53,68,95,0,62,2015
Charlottesville VA,73,71,60,68,60,73,62,68,74,2015
South Bend-Elkhart IN,63,53,47,68,45,62,69,60,68,2015
Gainesville FL,72,86,74,65,71,82,66,99,85,2015
Zanesville OH,73,21,55,67,62,60,83,53,48,2015
Parkersburg WV,76,25,61,77,65,61,93,38,100,2015
Clarksburg-Weston WV,70,35,65,83,54,77,88,58,83,2015
Corpus Christi TX,61,45,46,68,49,53,75,61,80,2015
Chicago IL,63,37,48,57,55,58,63,46,64,2015
Joplin MO-Pittsburg KS,67,53,50,68,51,61,70,56,68,2015
Columbia-Jefferson City MO,67,60,56,62,65,68,73,87,75,2015
Topeka KS,57,33,58,64,48,70,71,75,69,2015
Dothan AL,71,41,53,63,62,44,75,41,74,2015
St. Louis MO,67,37,54,62,65,60,70,50,70,2015
Rockford IL,66,46,60,73,52,68,75,52,68,2015
Rochester MN-Mason City IA-Austin MN,100,98,66,75,47,96,76,100,95,2015
Shreveport LA,66,63,62,63,64,49,74,62,83,2015
Minneapolis-St. Paul MN,62,48,55,66,47,65,64,56,69,2015
Kansas City MO,68,54,54,65,63,65,66,55,75,2015
Milwaukee WI,65,47,58,65,55,64,64,55,71,2015
Houston TX,62,40,47,50,48,51,61,40,67,2015
Springfield MO,66,42,61,72,66,53,79,58,74,2015
New Orleans LA,63,49,59,55,57,57,68,50,69,2015
Dallas-Ft. Worth TX,56,39,47,53,60,53,66,38,65,2015
Sioux City IA,62,58,59,73,49,55,68,58,68,2015
Waco-Temple-Bryan TX,56,49,51,64,54,62,71,66,69,2015
Victoria TX,66,34,43,51,61,58,81,0,72,2015
Wichita Falls TX & Lawton OK,60,49,55,75,71,64,82,53,75,2015
Monroe LA-El Dorado AR,69,60,56,65,67,60,67,78,83,2015
Birmingham AL,69,85,62,67,76,54,70,63,76,2015
Ottumwa IA-Kirksville MO,68,35,71,97,51,89,65,94,92,2015
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,69,58,56,74,68,50,81,64,79,2015
Odessa-Midland TX,54,36,45,60,48,48,77,48,67,2015
Amarillo TX,61,37,50,65,61,60,81,45,75,2015
Austin TX,56,36,45,53,54,61,61,44,67,2015
Harlingen-Weslaco-Brownsville-McAllen TX,54,40,30,45,40,37,42,54,73,2015
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,68,54,56,69,51,67,71,70,77,2015
St. Joseph MO,64,68,64,67,60,76,81,57,84,2015
Jackson TN,83,71,62,71,74,56,80,78,85,2015
Memphis TN,67,83,58,58,69,49,67,62,78,2015
San Antonio TX,59,43,47,53,62,56,66,47,76,2015
Lafayette LA,59,87,67,62,56,53,70,48,64,2015
Lake Charles LA,66,48,62,64,60,40,79,46,66,2015
Alexandria LA,62,60,63,66,61,52,91,58,68,2015
Greenwood-Greenville MS,71,85,55,74,72,36,67,86,85,2015
Champaign & Springfield-Decatur IL,67,64,51,67,51,69,64,85,77,2015
Evansville IN,68,41,64,75,63,60,81,64,79,2015
Oklahoma City OK,63,43,56,55,60,59,72,45,68,2015
Lubbock TX,56,42,44,66,56,64,76,57,74,2015
Omaha NE,64,36,52,58,66,63,74,53,73,2015
Panama City FL,63,67,72,50,71,51,71,44,73,2015
Sherman TX-Ada OK,65,42,63,64,70,60,77,63,75,2015
Green Bay-Appleton WI,63,29,57,72,44,63,65,59,60,2015
Nashville TN,70,49,59,61,73,62,76,51,72,2015
San Angelo TX,62,39,42,66,100,58,77,51,80,2015
Abilene-Sweetwater TX,60,32,51,78,100,61,74,65,80,2015
Madison WI,64,34,57,59,47,69,72,48,64,2015
Ft. Smith-Fayetteville-Springdale-Rogers AR,60,43,49,69,72,57,71,53,64,2015
Tulsa OK,43,25,44,41,32,39,44,32,51,2015
Columbus-Tupelo-West Point MS,62,55,57,70,67,61,67,81,76,2015
Peoria-Bloomington IL,67,47,65,67,45,65,73,66,71,2015
Duluth MN-Superior WI,68,53,73,78,47,64,75,61,76,2015
Wichita-Hutchinson KS,65,51,57,68,52,62,72,51,70,2015
Des Moines-Ames IA,61,39,52,71,58,66,75,63,71,2015
Davenport IA-Rock Island-Moline IL,65,54,58,69,49,54,80,67,73,2015
Mobile AL-Pensacola (Ft. Walton Beach) FL,68,43,64,60,63,58,74,46,77,2015
Minot-Bismarck-Dickinson(Williston) ND,62,29,70,64,39,76,80,36,68,2015
Huntsville-Decatur (Florence) AL,70,49,57,65,62,55,74,48,71,2015
Beaumont-Port Arthur TX,65,57,53,67,45,56,68,56,70,2015
Little Rock-Pine Bluff AR,67,48,64,74,79,56,74,61,77,2015
Montgomery (Selma) AL,80,94,61,67,74,56,72,55,83,2015
La Crosse-Eau Claire WI,67,53,72,78,41,70,75,80,73,2015
Wausau-Rhinelander WI,66,56,66,69,50,75,75,68,69,2015
Tyler-Longview(Lufkin & Nacogdoches) TX,61,66,59,70,58,68,74,55,80,2015
Hattiesburg-Laurel MS,63,52,55,73,66,45,80,69,74,2015
Meridian MS,68,100,50,63,51,40,67,72,80,2015
Baton Rouge LA,62,64,55,64,73,53,72,58,70,2015
Quincy IL-Hannibal MO-Keokuk IA,71,73,52,87,50,64,73,83,90,2015
Jackson MS,72,56,63,61,87,52,71,69,79,2015
Lincoln & Hastings-Kearney NE,61,43,54,75,51,63,71,66,70,2015
Fargo-Valley City ND,63,43,65,75,41,66,75,59,78,2015
Sioux Falls(Mitchell) SD,72,59,60,75,47,85,75,68,89,2015
Jonesboro AR,67,57,72,100,80,48,78,60,73,2015
Bowling Green KY,64,28,68,56,66,51,78,41,64,2015
Mankato MN,57,61,55,72,25,55,63,96,64,2015
North Platte NE,71,43,62,76,41,45,64,0,79,2015
Anchorage AK,54,29,67,56,33,67,62,48,72,2015
Honolulu HI,59,38,57,56,46,61,65,55,65,2015
Fairbanks AK,49,50,63,77,25,55,69,56,73,2015
Biloxi-Gulfport MS,64,44,60,62,61,54,79,56,74,2015
Juneau AK,49,0,79,66,34,100,76,0,70,2015
Laredo TX,59,51,39,61,31,35,50,49,74,2015
Denver CO,57,37,50,59,49,60,62,52,60,2015
Colorado Springs-Pueblo CO,58,41,48,67,47,70,69,49,69,2015
Phoenix AZ,63,54,52,59,60,60,67,56,72,2015
Butte-Bozeman MT,59,24,59,64,57,74,74,53,66,2015
Great Falls MT,57,41,58,79,47,75,61,42,65,2015
"Billings, MT",63,40,61,67,55,89,74,58,70,2015
Boise ID,56,36,59,67,63,64,68,60,70,2015
Idaho Falls-Pocatello ID,54,46,66,80,49,64,73,88,90,2015
Cheyenne WY-Scottsbluff NE,63,25,51,65,52,65,77,60,69,2015
Twin Falls ID,56,43,54,83,39,50,59,67,69,2015
Missoula MT,61,34,63,67,50,75,62,59,73,2015
Rapid City SD,56,47,62,76,56,69,73,52,67,2015
El Paso TX,50,60,38,53,31,50,52,59,77,2015
Helena MT,63,27,65,61,70,86,83,50,90,2015
Casper-Riverton WY,58,22,60,71,44,55,63,58,71,2015
Salt Lake City UT,54,39,54,67,62,58,67,58,72,2015
Yuma AZ-El Centro CA,58,55,43,65,34,51,64,72,72,2015
Grand Junction-Montrose CO,63,24,66,71,48,69,65,53,75,2015
Tucson (Sierra Vista) AZ,66,40,52,68,44,72,68,62,77,2015
Albuquerque-Santa Fe NM,62,39,53,64,50,62,67,53,76,2015
Glendive MT,72,0,0,0,0,0,0,0,0,2015
Bakersfield CA,58,43,48,60,31,56,67,60,75,2015
Eugene OR,59,33,61,66,47,87,66,70,70,2015
Eureka CA,59,29,51,74,46,90,59,51,60,2015
Los Angeles CA,57,35,46,55,42,56,58,52,63,2015
Palm Springs CA,69,35,55,58,44,58,59,43,64,2015
San Francisco-Oakland-San Jose CA,57,33,47,50,37,63,53,43,61,2015
Yakima-Pasco-Richland-Kennewick WA,61,40,52,62,41,69,70,57,83,2015
Reno NV,57,28,55,57,43,68,69,57,65,2015
Medford-Klamath Falls OR,60,37,62,63,42,81,68,62,71,2015
Seattle-Tacoma WA,57,25,53,57,48,71,61,45,64,2015
Portland OR,46,32,40,45,34,50,44,42,57,2015
Bend OR,67,28,51,59,45,83,63,54,62,2015
San Diego CA,60,47,47,54,43,66,60,57,68,2015
Monterey-Salinas CA,55,26,50,62,31,70,51,72,56,2015
Las Vegas NV,58,34,45,53,54,50,65,43,70,2015
Santa Barbara-Santa Maria-San Luis Obispo CA,57,28,48,63,32,68,57,56,57,2015
Sacramento-Stockton-Modesto CA,61,39,56,61,44,75,62,58,73,2015
Fresno-Visalia CA,61,42,51,64,52,58,67,58,65,2015
Chico-Redding CA,62,38,63,67,63,79,67,60,66,2015
Spokane WA,61,34,58,67,49,72,70,66,68,2015
